	0kb_BR_min_size		1kb_BR_min_size		2kb_BR_min_size		3kb_BR_min_size		4kb_BR_min_size		5kb_BR_min_size		6kb_BR_min_size		7kb_BR_min_size		8kb_BR_min_size		9kb_BR_min_size		10kb_BR_min_size		20kb_BR_min_size		50kb_BR_min_size		100kb_BR_min_size		TOTAL	
chr4:60,500,000-61,500,000	304	43706	5	10054	1	4653	1	4653	1	4653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	67,719
chr4:61,500,000-62,500,000	276	42343	5	13268	2	9176	2	9176	1	5968	1	5968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	85,899
chr4:62,500,000-63,500,000	329	57438	12	27671	6	19637	2	9013	1	5939	1	5939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	125,637
chr4:63,500,000-64,500,000	262	35537	5	12146	2	8087	1	5632	1	5632	1	5632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	72,666
chr4:64,500,000-65,500,000	233	59610	14	35703	7	27186	5	22998	3	15483	2	11103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	172,083
chr4:65,500,000-66,500,000	286	42392	4	8873	1	5291	1	5291	1	5291	1	5291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	72,429
chr4:66,500,000-67,500,000	337	52089	9	22184	6	18578	2	9471	1	5919	1	5919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	114,160
chr4:67,500,000-68,500,000	279	40404	6	19439	2	13345	2	13345	2	13345	2	13345	1	7785	1	7785	0	0	0	0	0	0	0	0	0	0	0	0	295	128,793
chr4:68,500,000-69,500,000	1210	149599	14	22180	3	8892	1	4326	1	4326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,229	189,323
chr4:69,500,000-70,500,000	363	60811	16	29208	3	11469	2	8778	1	5342	1	5342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	120,950
chr4:70,500,000-71,500,000	345	52257	9	24715	6	20793	3	14354	2	11013	2	11013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	134,145
chr4:71,500,000-72,500,000	326	42560	6	9216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	51,776
chr4:72,500,000-73,500,000	426	50995	8	12530	1	2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	65,537
chr4:73,500,000-74,500,000	266	35666	9	13306	1	2134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	51,106
chr4:74,500,000-75,500,000	402	66796	10	31105	5	23907	3	18230	3	18230	3	18230	1	6694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	183,192
chr4:75,500,000-76,500,000	360	24939	1	1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	26,072
chr4:76,500,000-77,500,000	288	25908	3	4136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	30,044
chr4:77,500,000-78,500,000	355	78424	10	38936	4	29542	3	27493	3	27493	3	27493	1	15600	1	15600	1	15600	1	15600	1	15600	0	0	0	0	0	0	383	307,381
chr4:78,500,000-79,500,000	245	35275	8	14750	3	8603	1	3113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	61,741
chr4:79,500,000-80,500,000	225	45217	7	24044	3	18703	3	18703	3	18703	3	18703	1	6798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	150,871
chr4:80,500,000-81,500,000	290	44244	11	22470	3	12380	3	12380	2	8747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	100,221
chr4:81,500,000-82,500,000	358	48800	11	20324	3	8528	1	3694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	81,346
chr4:82,500,000-83,500,000	431	32143	2	2254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	34,397
chr4:83,500,000-84,500,000	268	39636	7	20705	5	17004	2	9169	1	5582	1	5582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	97,678
chr4:84,500,000-85,500,000	291	32988	4	7889	2	5333	1	3293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	49,503
chr4:85,500,000-86,500,000	344	54817	10	23628	4	15976	3	13173	2	9579	1	5390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	122,563
chr4:86,500,000-87,500,000	377	42189	9	19441	2	9344	2	9344	1	6081	1	6081	1	6081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	98,561
chr4:87,500,000-88,500,000	347	44797	11	21925	4	13468	2	9002	1	5610	1	5610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	100,412
chr4:88,500,000-89,500,000	261	35124	5	10854	1	4918	1	4918	1	4918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	60,732
chr4:89,500,000-90,500,000	266	40293	6	12829	2	7022	1	4293	1	4293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	68,730
chr4:90,500,000-91,500,000	379	50379	6	16562	4	13705	2	9087	1	5979	1	5979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	101,691
chr4:91,500,000-92,500,000	293	58834	10	20668	3	11999	2	9395	1	6121	1	6121	1	6121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	119,259
chr4:92,500,000-93,500,000	254	26198	4	5045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	31,243
chr4:93,500,000-94,500,000	304	69366	14	36497	8	28352	4	19077	2	11895	2	11895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	177,082
chr4:94,500,000-95,500,000	257	36919	8	16826	3	10128	1	5609	1	5609	1	5609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	80,700
chr4:95,500,000-96,500,000	212	39119	11	22142	2	10175	2	10175	2	10175	1	5944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	97,730
chr4:96,500,000-97,500,000	306	39614	7	12204	2	6268	1	3878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	61,964
chr4:97,500,000-98,500,000	380	61663	13	27575	2	11548	2	11548	2	11548	2	11548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	135,430
chr4:98,500,000-99,500,000	424	54181	9	18558	2	9318	1	7282	1	7282	1	7282	1	7282	1	7282	0	0	0	0	0	0	0	0	0	0	0	0	440	118,467
chr4:99,500,000-100,500,000	254	34955	8	16600	2	9307	2	9307	1	5884	1	5884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	81,937
chr4:100,500,000-101,500,000	271	28748	4	5871	1	2039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	36,658
chr4:101,500,000-102,500,000	402	44844	5	12546	2	8051	1	5944	1	5944	1	5944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	83,273
chr4:102,500,000-103,500,000	488	84277	12	21341	3	10123	1	5196	1	5196	1	5196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506	131,329
chr4:103,500,000-104,500,000	392	67089	13	18499	1	2232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	87,820
chr4:104,500,000-105,500,000	313	48814	8	20366	3	12521	2	10062	2	10062	1	5787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	107,612
chr4:105,500,000-106,500,000	307	45069	8	13894	2	7436	1	4819	1	4819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	76,037
chr4:106,500,000-107,500,000	327	55642	10	27377	5	20586	4	18326	2	11398	2	11398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	144,727
chr4:107,500,000-108,500,000	223	29019	6	9088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	38,107
chr4:108,500,000-109,500,000	334	27156	3	3565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	30,721
chr4:109,500,000-110,500,000	469	54167	11	18500	2	6252	1	4206	1	4206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	87,331
chr4:110,500,000-111,500,000	283	66226	17	36625	5	19291	3	14502	2	10882	2	10882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	158,408
chr4:111,500,000-112,500,000	290	44696	8	18379	3	11495	1	6637	1	6637	1	6637	1	6637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	101,118
chr4:112,500,000-113,500,000	316	33146	5	9280	1	3573	1	3573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	49,572
chr4:113,500,000-114,500,000	235	27211	4	9041	2	6633	1	4460	1	4460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	51,805
chr4:114,500,000-115,500,000	242	23832	3	6655	2	5609	1	3583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	39,679
chr4:115,500,000-116,500,000	284	36197	6	11981	3	8159	1	3492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	59,829
chr4:116,500,000-117,500,000	237	30123	6	9841	1	3385	1	3385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	46,734
chr4:117,500,000-118,500,000	312	111000	32	65012	12	37055	5	21430	1	7553	1	7553	1	7553	1	7553	0	0	0	0	0	0	0	0	0	0	0	0	365	264,709
chr4:118,500,000-119,500,000	570	291922	51	183508	18	140008	12	125146	10	118251	8	109096	8	109096	8	109096	7	101372	6	93105	6	93105	1	27634	0	0	0	0	705	1,501,339
chr4:119,500,000-120,500,000	230	39045	7	17697	2	10793	2	10793	2	10793	1	5938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	95,059
chr4:120,500,000-121,500,000	308	32444	3	10053	3	10053	1	5421	1	5421	1	5421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	68,813
chr4:121,500,000-122,500,000	297	37857	5	11815	2	7673	1	5591	1	5591	1	5591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	74,118
chr4:122,500,000-123,500,000	295	41341	10	20059	4	11958	1	4126	1	4126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	81,610
chr4:123,500,000-124,500,000	311	44407	9	17005	5	10956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	72,368
chr4:124,500,000-125,500,000	213	19860	2	5368	1	3439	1	3439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	32,106
chr4:125,500,000-126,500,000	272	35346	7	9614	2	4866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	49,826
chr4:126,500,000-127,500,000	306	53738	10	24887	4	17964	3	15706	3	15706	2	11156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	139,157
chr4:127,500,000-128,500,000	366	57275	11	32066	8	27888	4	19097	3	15693	1	5935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	157,954
chr4:128,500,000-129,500,000	332	36605	5	11202	3	8823	1	3093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	59,723
chr4:129,500,000-130,500,000	277	42575	8	14827	3	8593	1	3955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	69,950
chr4:130,500,000-131,500,000	286	36294	6	11740	2	6157	1	3438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	57,629
chr4:131,500,000-132,500,000	673	262448	64	124693	12	54371	3	32356	2	29338	2	29338	2	29338	2	29338	2	29338	2	29338	2	29338	0	0	0	0	0	0	766	679,234
chr4:132,500,000-133,500,000	208	29640	5	13715	3	11425	2	8978	1	5636	1	5636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	75,030
chr4:133,500,000-134,500,000	240	31483	3	8677	2	7186	2	7186	1	4080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	58,612
chr4:134,500,000-135,500,000	332	51775	7	18221	2	11277	2	11277	2	11277	2	11277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	115,104
chr4:135,500,000-136,500,000	234	25055	3	8297	1	5957	1	5957	1	5957	1	5957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	57,180
chr4:136,500,000-137,500,000	188	14667	2	3623	1	3033	1	3033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	24,356
chr4:137,500,000-138,500,000	236	27029	2	2476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	29,505
chr4:138,500,000-139,500,000	403	41464	4	13066	3	12027	2	9606	2	9606	1	5239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	91,008
chr4:139,500,000-140,500,000	266	28558	5	9487	2	5435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	43,480
chr4:140,500,000-141,500,000	302	50158	12	19757	3	7446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	77,361
chr4:141,500,000-142,500,000	272	40002	8	16812	2	7996	1	5950	1	5950	1	5950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	82,660
chr4:142,500,000-143,500,000	272	46643	14	25852	3	10186	1	5940	1	5940	1	5940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	100,501
chr4:143,500,000-144,500,000	922	249543	37	64968	8	27057	4	17634	2	10615	1	5746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974	375,563
chr4:144,500,000-145,500,000	399	54682	6	14211	2	8532	1	5888	1	5888	1	5888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	95,089
chr4:145,500,000-146,500,000	300	57249	10	35584	3	26991	2	24983	2	24983	1	20407	1	20407	1	20407	1	20407	1	20407	1	20407	1	20407	0	0	0	0	324	312,639
chr4:146,500,000-147,500,000	332	55200	10	22271	4	13362	3	11106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	101,939
chr4:147,500,000-148,500,000	271	27944	4	9340	1	4773	1	4773	1	4773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	51,603
chr4:148,500,000-149,500,000	300	38320	4	7711	2	5369	1	3255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	54,655
chr4:149,500,000-150,500,000	260	40290	7	15625	3	10131	1	5187	1	5187	1	5187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	81,607
chr4:150,500,000-151,500,000	342	32274	6	9969	1	2499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	44,742
chr4:151,500,000-152,500,000	233	23971	1	4041	1	4041	1	4041	1	4041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	40,135
chr4:152,500,000-153,500,000	290	30666	5	10106	2	5917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	46,689
chr4:153,500,000-154,500,000	267	27846	5	9436	2	5236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	42,518
chr4:154,500,000-155,500,000	249	29949	2	5220	1	3760	1	3760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	42,689
chr4:155,500,000-156,500,000	219	31538	7	13544	2	7149	2	7149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	59,380
chr4:156,500,000-157,500,000	240	29562	6	9483	2	4840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	43,885
chr4:157,500,000-158,500,000	320	51401	8	15626	2	7873	1	5219	1	5219	1	5219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	90,557
chr4:158,500,000-159,500,000	369	34007	4	5960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	39,967
chr4:159,500,000-160,500,000	336	54515	8	21096	4	15348	3	12631	1	5600	1	5600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	114,790
chr4:160,500,000-161,500,000	260	37898	5	15333	3	12282	2	9878	1	5933	1	5933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	87,257
chr4:161,500,000-162,500,000	241	32162	9	15767	2	4955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	52,884
chr4:162,500,000-163,500,000	279	35824	5	9796	2	5453	1	3214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	54,287
chr4:163,500,000-164,500,000	289	63455	13	35986	7	27103	4	20391	3	16567	3	16567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	180,069
chr4:164,500,000-165,500,000	548	103082	17	32557	5	15769	2	9389	1	5940	1	5940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	172,677
chr4:165,500,000-166,500,000	231	32046	5	11559	1	4885	1	4885	1	4885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	58,260
chr4:166,500,000-167,500,000	279	92284	16	60572	6	47634	5	45514	5	45514	2	32933	1	27000	1	27000	1	27000	1	27000	1	27000	1	27000	0	0	0	0	319	486,451
chr4:167,500,000-168,500,000	287	37587	6	12276	2	6909	1	4462	1	4462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	65,696
chr4:168,500,000-169,500,000	309	25531	1	1432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	26,963
chr4:169,500,000-170,500,000	369	62828	14	28686	6	18241	1	5941	1	5941	1	5941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	127,578
chr4:170,500,000-171,500,000	281	32905	5	10354	1	4914	1	4914	1	4914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	58,001
chr4:171,500,000-172,500,000	245	25675	3	7351	1	4604	1	4604	1	4604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	46,838
chr4:172,500,000-173,500,000	260	20110	1	2398	1	2398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	24,906
chr4:173,500,000-174,500,000	293	35453	7	11192	1	2357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	49,002
chr4:174,500,000-175,500,000	246	34334	7	12825	3	7885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	55,044
chr4:175,500,000-176,500,000	276	27090	2	2485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	29,575
chr4:176,500,000-177,500,000	253	21931	1	4922	1	4922	1	4922	1	4922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	41,619
chr4:177,500,000-178,500,000	261	32391	4	12217	2	9650	2	9650	2	9650	1	5239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	78,797
chr4:178,500,000-179,500,000	271	29109	2	5519	1	4122	1	4122	1	4122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	46,994
chr4:179,500,000-180,500,000	276	30985	6	9577	2	4365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	44,927
chr4:180,500,000-181,500,000	239	32128	7	14265	3	9371	2	7202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	62,966
chr4:181,500,000-182,500,000	257	29563	3	8762	1	5750	1	5750	1	5750	1	5750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	61,325
chr4:182,500,000-183,500,000	323	36706	5	10609	2	6784	1	4058	1	4058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	62,215
chr4:183,500,000-184,500,000	311	32464	6	13361	1	5941	1	5941	1	5941	1	5941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	69,589
chr4:184,500,000-185,500,000	378	29202	2	4278	1	2584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	36,064
chr4:185,500,000-186,500,000	336	44619	10	17015	3	7578	1	3076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	72,288
chr4:186,500,000-187,500,000	214	41683	6	21534	3	16854	1	11806	1	11806	1	11806	1	11806	1	11806	1	11806	1	11806	1	11806	0	0	0	0	0	0	231	174,519
chr4:187,500,000-188,500,000	400	46673	7	14010	3	8455	1	4153	1	4153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	77,444
chr4:188,500,000-189,500,000	327	58764	8	24074	4	18203	4	18203	2	11162	2	11162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	141,568
chr4:189,500,000-190,214,555	468	482053	19	400523	9	386589	6	379160	6	379160	5	374968	5	374968	5	374968	5	374968	4	366866	4	366866	3	352066	2	330304	2	330304	543	5,273,763
chr5:500,000-1,500,000	480	187319	37	107366	21	85682	10	58170	6	43718	2	25862	2	25862	2	25862	2	25862	1	17362	1	17362	0	0	0	0	0	0	564	620,427
chr5:1,500,000-2,500,000	415	71517	8	17114	3	10602	3	10602	1	4318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	114,153
chr5:2,500,000-3,500,000	216	36405	9	14899	1	3000	1	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	57,304
chr5:3,500,000-4,500,000	200	27192	6	10187	2	3877	1	3259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	44,515
chr5:4,500,000-5,500,000	242	31224	3	9316	2	7982	1	5709	1	5709	1	5709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	65,649
chr5:5,500,000-6,500,000	190	18804	2	2485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	21,289
chr5:6,500,000-7,500,000	302	74801	20	42707	7	24681	4	17591	2	11370	2	11370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	182,520
chr5:7,500,000-8,500,000	223	33386	8	15894	3	8247	1	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	60,860
chr5:8,500,000-9,500,000	252	34825	4	7181	1	3486	1	3486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	48,978
chr5:9,500,000-10,500,000	294	27875	2	4726	1	2939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	35,540
chr5:10,500,000-11,500,000	229	18878	2	2106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	20,984
chr5:11,500,000-12,500,000	249	26165	4	7781	2	4756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	38,702
chr5:12,500,000-13,500,000	219	25038	3	8341	1	5955	1	5955	1	5955	1	5955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	57,199
chr5:13,500,000-14,500,000	208	16296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	16,296
chr5:14,500,000-15,500,000	275	35748	6	14900	2	8791	2	8791	1	5123	1	5123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	78,476
chr5:15,500,000-16,500,000	229	31557	4	15356	2	11549	2	11549	2	11549	2	11549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	93,109
chr5:16,500,000-17,500,000	459	34276	4	5207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	39,483
chr5:17,500,000-18,500,000	357	129839	4	94681	3	93438	3	93438	3	93438	2	88763	1	83530	1	83530	1	83530	1	83530	1	83530	1	83530	1	83530	0	0	379	1,178,307
chr5:18,500,000-19,500,000	266	35033	5	12838	2	8145	1	5936	1	5936	1	5936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	73,824
chr5:19,500,000-20,500,000	305	27601	3	4422	1	2083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	34,106
chr5:20,500,000-21,500,000	762	334987	82	181789	32	114568	12	64901	6	45071	3	31678	1	20209	1	20209	1	20209	1	20209	1	20209	1	20209	0	0	0	0	903	894,248
chr5:21,500,000-22,500,000	549	218388	56	111966	15	54666	7	36692	3	22579	2	18136	1	12671	1	12671	1	12671	1	12671	1	12671	0	0	0	0	0	0	637	525,782
chr5:22,500,000-23,500,000	244	17847	1	1912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	19,759
chr5:23,500,000-24,500,000	332	27307	2	3840	1	2559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	33,706
chr5:24,500,000-25,500,000	306	43238	4	17155	3	15858	3	15858	3	15858	2	11520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	119,487
chr5:25,500,000-26,500,000	277	30127	5	9864	2	5487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	45,478
chr5:26,500,000-27,500,000	246	20877	1	2630	1	2630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	26,137
chr5:27,500,000-28,500,000	257	31012	4	7864	1	3864	1	3864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	46,604
chr5:28,500,000-29,500,000	388	67899	12	28134	6	19414	2	8288	2	8288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	132,023
chr5:29,500,000-30,500,000	283	39377	5	16931	2	12996	2	12996	2	12996	1	8420	1	8420	1	8420	1	8420	0	0	0	0	0	0	0	0	0	0	298	128,976
chr5:30,500,000-31,500,000	211	23038	1	5759	1	5759	1	5759	1	5759	1	5759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	51,833
chr5:31,500,000-32,500,000	432	23611	1	1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	25,040
chr5:32,500,000-33,500,000	378	52417	10	21879	2	11517	2	11517	2	11517	2	11517	1	6102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	126,466
chr5:33,500,000-34,500,000	647	290977	48	177377	20	138080	11	116230	6	99976	3	86585	3	86585	2	80539	2	80539	2	80539	1	71495	1	71495	1	71495	0	0	747	1,451,912
chr5:34,500,000-35,500,000	325	40376	7	11960	1	3980	1	3980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	60,296
chr5:35,500,000-36,500,000	295	36163	6	9972	1	4436	1	4436	1	4436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	59,443
