	0kb_BR_min_size		1kb_BR_min_size		2kb_BR_min_size		3kb_BR_min_size		4kb_BR_min_size		5kb_BR_min_size		6kb_BR_min_size		7kb_BR_min_size		8kb_BR_min_size		9kb_BR_min_size		10kb_BR_min_size		20kb_BR_min_size		50kb_BR_min_size		100kb_BR_min_size		TOTAL	
chr3:175,750,000-176,750,000	285	49510	8	15796	3	9690	1	4596	1	4596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	84,188
chr3:176,750,000-177,750,000	370	43510	4	16494	3	15097	3	15097	3	15097	1	5901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	111,196
chr3:177,750,000-178,750,000	244	17989	2	3176	1	2049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	23,214
chr3:178,750,000-179,750,000	392	67135	9	33163	5	27978	2	21548	2	21548	2	21548	1	15757	1	15757	1	15757	1	15757	1	15757	0	0	0	0	0	0	417	271,705
chr3:179,750,000-180,750,000	267	40590	5	9724	2	5780	1	3484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	59,578
chr3:180,750,000-181,750,000	357	26622	3	4388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	31,010
chr3:181,750,000-182,750,000	338	24451	1	5887	1	5887	1	5887	1	5887	1	5887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	53,886
chr3:182,750,000-183,750,000	392	32131	4	9829	3	7925	1	3360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	53,245
chr3:183,750,000-184,750,000	426	24963	1	3300	1	3300	1	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	34,863
chr3:184,750,000-185,750,000	405	36344	3	12437	2	11318	1	9091	1	9091	1	9091	1	9091	1	9091	1	9091	1	9091	0	0	0	0	0	0	0	0	417	123,736
chr3:185,750,000-186,750,000	342	24678	3	3959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	28,637
chr3:186,750,000-187,750,000	324	44610	5	16914	4	15564	3	13163	2	10101	1	5933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	106,285
chr3:187,750,000-188,750,000	271	33762	4	16286	3	14608	3	14608	2	10670	2	10670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	100,604
chr3:188,750,000-189,750,000	259	31782	6	11143	1	5392	1	5392	1	5392	1	5392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	64,493
chr3:189,750,000-190,750,000	236	22846	2	3096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	25,942
chr3:190,750,000-191,750,000	309	37292	6	9043	1	2305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	48,640
chr3:191,750,000-192,750,000	239	31112	2	11861	2	11861	2	11861	2	11861	2	11861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	90,417
chr3:192,750,000-193,750,000	322	32247	1	4195	1	4195	1	4195	1	4195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	49,027
chr3:193,750,000-194,750,000	281	30312	3	13776	1	11303	1	11303	1	11303	1	11303	1	11303	1	11303	1	11303	1	11303	1	11303	0	0	0	0	0	0	293	145,815
chr3:194,750,000-195,750,000	285	189722	6	176030	4	173552	4	173552	4	173552	3	169125	2	163439	2	163439	2	163439	2	163439	2	163439	2	163439	1	134039	1	134039	320	2,304,245
chr3:195,750,000-196,750,000	502	171251	6	135009	4	132827	3	130327	3	130327	3	130327	3	130327	3	130327	3	130327	3	130327	3	130327	2	114300	2	114300	2	114300	542	1,824,603
chr3:196,750,000-197,750,000	296	164121	8	144539	5	141200	4	139200	4	139200	4	139200	3	134000	2	127900	2	127900	2	127900	2	127900	2	127900	1	82500	0	0	335	1,723,460
chr3:197,750,000-198,295,559	176	215814	3	200531	2	198918	2	198918	1	195840	1	195840	1	195840	1	195840	1	195840	1	195840	1	195840	1	195840	1	195840	1	195840	193	2,772,581
chr4:750,000-1,750,000	310	103824	10	73226	3	64093	2	62010	2	62010	2	62010	2	62010	2	62010	2	62010	2	62010	2	62010	2	62010	0	0	0	0	341	799,233
chr4:1,750,000-2,750,000	376	27240	3	5935	2	4545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	37,720
chr4:2,750,000-3,750,000	501	73949	7	10800	1	3635	1	3635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	92,019
chr4:3,750,000-4,750,000	945	187600	26	38170	3	8274	1	3848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	975	237,892
chr4:4,750,000-5,750,000	291	59285	15	28722	5	15213	2	7708	1	4152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	115,080
chr4:5,750,000-6,750,000	245	35843	6	15409	4	12600	2	8161	1	5161	1	5161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	82,335
chr4:6,750,000-7,750,000	290	38322	3	3609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	41,931
chr4:7,750,000-8,750,000	273	44405	2	18580	2	18580	1	16580	1	16580	1	16580	1	16580	1	16580	1	16580	1	16580	1	16580	0	0	0	0	0	0	285	214,205
chr4:8,750,000-9,750,000	1641	491064	32	215453	3	179015	2	176568	2	176568	2	176568	2	176568	2	176568	2	176568	2	176568	2	176568	1	157569	1	157569	1	157569	1,695	2,770,783
chr4:9,750,000-10,750,000	342	26581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	26,581
chr4:10,750,000-11,750,000	264	70006	14	44209	9	38097	6	30878	5	26969	4	22097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	232,256
chr4:11,750,000-12,750,000	287	52697	14	24777	5	11035	1	3286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	91,795
chr4:12,750,000-13,750,000	243	32231	6	13948	4	11013	2	7108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	64,300
chr4:13,750,000-14,750,000	241	52650	12	27820	5	17940	2	9375	1	5781	1	5781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	119,347
chr4:14,750,000-15,750,000	215	37759	7	20511	3	13794	2	11463	2	11463	2	11463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	106,453
chr4:15,750,000-16,750,000	279	38427	6	16397	3	11010	1	5939	1	5939	1	5939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	83,651
chr4:16,750,000-17,750,000	309	33616	5	12292	1	6259	1	6259	1	6259	1	6259	1	6259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	77,203
chr4:17,750,000-18,750,000	289	38757	11	17891	3	6850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	63,498
chr4:18,750,000-19,750,000	232	34216	5	13744	3	11155	1	5999	1	5999	1	5999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	77,112
chr4:19,750,000-20,750,000	270	35377	6	10128	1	2739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	48,244
chr4:20,750,000-21,750,000	283	37673	3	8787	1	5950	1	5950	1	5950	1	5950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	70,260
chr4:21,750,000-22,750,000	377	40851	5	9851	2	6417	1	4032	1	4032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	65,183
chr4:22,750,000-23,750,000	211	31796	8	15944	2	6182	1	4006	1	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	61,934
chr4:23,750,000-24,750,000	264	23497	5	5886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	29,383
chr4:24,750,000-25,750,000	329	23523	3	3717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	27,240
chr4:25,750,000-26,750,000	352	36366	4	6959	2	4395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	47,720
chr4:26,750,000-27,750,000	214	35487	4	19797	4	19797	4	19797	3	16464	2	11796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	123,138
chr4:27,750,000-28,750,000	262	18187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	18,187
chr4:28,750,000-29,750,000	259	19956	1	1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	20,965
chr4:29,750,000-30,750,000	244	18594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	18,594
chr4:30,750,000-31,750,000	212	16414	2	2685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	19,099
chr4:31,750,000-32,750,000	229	39869	6	24774	3	20777	2	17916	2	17916	1	13695	1	13695	1	13695	1	13695	1	13695	1	13695	0	0	0	0	0	0	248	203,422
chr4:32,750,000-33,750,000	244	25977	2	7452	1	5999	1	5999	1	5999	1	5999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	57,425
chr4:33,750,000-34,750,000	353	25472	1	2652	1	2652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	30,776
chr4:34,750,000-35,750,000	245	27750	5	8033	1	2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	37,983
chr4:35,750,000-36,750,000	247	20314	2	2295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	22,609
chr4:36,750,000-37,750,000	332	34159	5	9281	2	5643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	49,083
chr4:37,750,000-38,750,000	327	31787	6	7881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	39,668
chr4:38,750,000-39,750,000	395	31610	6	9873	1	2803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	44,286
chr4:39,750,000-40,750,000	487	52277	2	28627	2	28627	1	26500	1	26500	1	26500	1	26500	1	26500	1	26500	1	26500	1	26500	1	26500	0	0	0	0	500	348,031
chr4:40,750,000-41,750,000	296	28628	3	8680	2	7007	2	7007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	51,322
chr4:41,750,000-42,750,000	317	23710	2	4161	1	2871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	30,742
chr4:42,750,000-43,750,000	265	44433	8	16789	3	9852	1	4983	1	4983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	81,040
chr4:43,750,000-44,750,000	287	37296	8	13772	3	7486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	58,554
chr4:44,750,000-45,750,000	319	31459	2	3439	1	2361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	37,259
chr4:45,750,000-46,750,000	306	44526	6	8152	1	2060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	54,738
chr4:46,750,000-47,750,000	274	29709	4	6163	1	2040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	37,912
chr4:47,750,000-48,750,000	339	42926	7	18727	4	14087	2	9168	1	5939	1	5939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	96,786
chr4:48,750,000-49,750,000	160	698490	6	679991	1	672830	1	672830	1	672830	1	672830	1	672830	1	672830	1	672830	1	672830	1	672830	1	672830	1	672830	1	672830	178	9,452,441
chr4:49,750,000-50,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr4:50,750,000-51,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr4:51,750,000-52,750,000	410	135173	15	90938	3	74638	2	72157	2	72157	2	72157	2	72157	1	66100	1	66100	1	66100	1	66100	1	66100	1	66100	1	66100	443	1,052,077
chr4:52,750,000-53,750,000	381	84414	11	34724	7	28186	5	23471	3	17050	3	17050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	204,895
chr4:53,750,000-54,750,000	343	48054	9	22086	5	16607	3	11820	2	8531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	107,098
chr4:54,750,000-55,750,000	373	47561	5	16075	4	14226	2	9800	1	5944	1	5944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	99,550
chr4:55,750,000-56,750,000	338	38831	5	12315	3	9112	2	6776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	67,034
chr4:56,750,000-57,750,000	346	45342	8	16799	2	8425	1	6323	1	6323	1	6323	1	6323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	95,858
chr4:57,750,000-58,750,000	357	55899	10	16378	1	3952	1	3952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	80,181
chr4:58,750,000-59,750,000	306	111271	13	80358	7	73510	5	68731	4	64991	4	64991	3	59049	2	52194	2	52194	2	52194	1	42587	1	42587	0	0	0	0	350	764,657
chr4:59,750,000-60,750,000	330	37503	4	5331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	42,834
chr4:60,750,000-61,750,000	270	43350	5	12012	2	7861	2	7861	1	4653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	75,737
chr4:61,750,000-62,750,000	305	48537	7	21809	4	17717	3	14981	2	11907	2	11907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	126,858
chr4:62,750,000-63,750,000	305	52074	11	22769	4	13520	1	5632	1	5632	1	5632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	105,259
chr4:63,750,000-64,750,000	274	35247	4	6759	1	2455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	44,461
chr4:64,750,000-65,750,000	231	56848	13	34243	7	27186	5	22998	3	15483	2	11103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	167,861
chr4:65,750,000-66,750,000	280	41556	5	10160	1	5291	1	5291	1	5291	1	5291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	72,880
chr4:66,750,000-67,750,000	348	50427	8	20897	6	18578	2	9471	1	5919	1	5919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	111,211
chr4:67,750,000-68,750,000	491	77188	13	30431	3	17671	3	17671	3	17671	2	13345	1	7785	1	7785	0	0	0	0	0	0	0	0	0	0	0	0	517	189,547
chr4:68,750,000-69,750,000	1011	123209	11	19304	3	8002	1	3436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,026	153,951
chr4:69,750,000-70,750,000	364	51653	13	23228	3	10169	1	5342	1	5342	1	5342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	101,076
chr4:70,750,000-71,750,000	332	50810	8	22579	5	18657	3	14354	2	11013	2	11013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	128,426
chr4:71,750,000-72,750,000	371	61542	13	19734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	81,276
chr4:72,750,000-73,750,000	368	38232	5	7417	1	2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	47,661
chr4:73,750,000-74,750,000	257	35680	7	15951	2	8828	1	6694	1	6694	1	6694	1	6694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	87,235
chr4:74,750,000-75,750,000	438	61034	9	24188	4	17213	2	11536	2	11536	2	11536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	137,043
chr4:75,750,000-76,750,000	331	21526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	21,526
chr4:76,750,000-77,750,000	335	41704	6	9488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	51,192
chr4:77,750,000-78,750,000	318	69037	9	37757	5	32655	4	30606	3	27493	3	27493	1	15600	1	15600	1	15600	1	15600	1	15600	0	0	0	0	0	0	347	303,041
chr4:78,750,000-79,750,000	217	40149	9	19372	3	11452	1	5962	1	5962	1	5962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	88,859
chr4:79,750,000-80,750,000	245	41122	5	18882	3	16374	3	16374	2	12741	2	12741	1	6798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	125,032
chr4:80,750,000-81,750,000	286	42279	11	22531	3	12441	3	12441	2	8747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	98,439
chr4:81,750,000-82,750,000	384	45312	10	16630	2	4834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	66,776
chr4:82,750,000-83,750,000	417	32016	2	2254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	34,270
chr4:83,750,000-84,750,000	253	41490	8	22745	6	19044	2	9169	1	5582	1	5582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	103,612
chr4:84,750,000-85,750,000	317	40286	4	7316	1	3293	1	3293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	54,188
chr4:85,750,000-86,750,000	348	52719	12	27210	4	15976	3	13173	2	9579	1	5390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	124,047
chr4:86,750,000-87,750,000	366	46266	10	25474	5	19420	3	14954	2	11691	2	11691	1	6081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	135,577
chr4:87,750,000-88,750,000	334	35887	8	12825	1	3392	1	3392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	55,496
chr4:88,750,000-89,750,000	256	33953	4	8872	1	4918	1	4918	1	4918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	57,579
chr4:89,750,000-90,750,000	267	47025	8	20779	4	14972	2	10272	2	10272	1	5979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	109,299
chr4:90,750,000-91,750,000	393	51067	6	9868	3	5755	1	3108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	69,798
chr4:91,750,000-92,750,000	268	49975	9	19412	3	11999	2	9395	1	6121	1	6121	1	6121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	109,144
chr4:92,750,000-93,750,000	273	52302	11	26521	4	17611	3	15461	2	11895	2	11895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	135,685
chr4:93,750,000-94,750,000	300	43286	7	15021	4	10741	1	3616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	72,664
chr4:94,750,000-95,750,000	249	42019	12	21981	3	10128	1	5609	1	5609	1	5609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	90,955
chr4:95,750,000-96,750,000	216	35914	8	18086	2	10175	2	10175	2	10175	1	5944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	90,469
chr4:96,750,000-97,750,000	342	55845	10	21633	3	12198	2	9808	1	5930	1	5930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	111,344
chr4:97,750,000-98,750,000	342	51758	10	24329	2	12900	2	12900	2	12900	2	12900	1	7282	1	7282	0	0	0	0	0	0	0	0	0	0	0	0	362	142,251
chr4:98,750,000-99,750,000	419	44983	8	11276	1	2036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	58,295
chr4:99,750,000-100,750,000	268	38804	9	17686	2	9307	2	9307	1	5884	1	5884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	86,872
chr4:100,750,000-101,750,000	295	31614	4	6892	2	4146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	42,652
chr4:101,750,000-102,750,000	357	44001	6	16636	2	11140	2	11140	2	11140	2	11140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	105,197
chr4:102,750,000-103,750,000	582	106598	15	21937	3	7159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	135,694
chr4:103,750,000-104,750,000	314	46073	9	17493	1	5787	1	5787	1	5787	1	5787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	86,714
chr4:104,750,000-105,750,000	303	44939	7	14715	2	6734	1	4275	1	4275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	74,938
chr4:105,750,000-106,750,000	354	62602	10	24710	4	16538	3	13921	2	10788	1	5969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	134,528
chr4:106,750,000-107,750,000	281	39756	8	18380	3	11484	2	9224	1	5429	1	5429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	89,702
chr4:107,750,000-108,750,000	259	29522	6	8174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	37,696
chr4:108,750,000-109,750,000	333	28740	5	7211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	35,951
chr4:109,750,000-110,750,000	416	51504	11	19216	3	8802	1	4206	1	4206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	87,934
chr4:110,750,000-111,750,000	322	65791	14	31222	4	16741	3	14502	2	10882	2	10882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	150,020
chr4:111,750,000-112,750,000	311	47830	10	21307	3	11495	1	6637	1	6637	1	6637	1	6637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	107,180
chr4:112,750,000-113,750,000	253	24534	3	6352	1	3573	1	3573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	38,032
chr4:113,750,000-114,750,000	267	30867	4	9041	2	6633	1	4460	1	4460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	55,461
chr4:114,750,000-115,750,000	239	22599	3	6655	2	5609	1	3583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	38,446
chr4:115,750,000-116,750,000	275	36119	7	13472	3	8159	1	3492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	61,242
chr4:116,750,000-117,750,000	256	42939	9	13653	1	3385	1	3385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	63,362
chr4:117,750,000-118,750,000	431	223779	51	148798	22	109495	13	89136	7	68364	6	63991	6	63991	6	63991	4	48714	3	40447	3	40447	0	0	0	0	0	0	552	961,153
chr4:118,750,000-119,750,000	413	168831	29	96169	8	67568	4	57440	4	57440	3	52658	3	52658	3	52658	3	52658	3	52658	3	52658	1	27634	0	0	0	0	477	791,030
chr4:119,750,000-120,750,000	265	50059	9	26000	5	20846	3	16214	3	16214	2	11359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	140,692
chr4:120,750,000-121,750,000	333	24734	1	1633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	26,367
chr4:121,750,000-122,750,000	261	38639	7	17068	3	11799	2	9717	2	9717	1	5591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	92,531
chr4:122,750,000-123,750,000	333	43224	9	16965	4	9992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	70,181
chr4:123,750,000-124,750,000	267	37970	8	15142	4	8796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	61,908
chr4:124,750,000-125,750,000	212	22741	3	5864	1	3439	1	3439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	35,483
chr4:125,750,000-126,750,000	302	35129	5	8013	2	4866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	48,008
chr4:126,750,000-127,750,000	290	68486	15	42283	8	33194	6	28868	5	25464	2	11156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	209,451
chr4:127,750,000-128,750,000	405	42043	5	13846	4	12658	1	5935	1	5935	1	5935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	86,352
chr4:128,750,000-129,750,000	301	36720	5	11202	3	8823	1	3093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	59,838
chr4:129,750,000-130,750,000	256	40108	9	16210	3	8593	1	3955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	68,866
chr4:130,750,000-131,750,000	412	102331	21	47013	5	25759	4	23040	2	16584	2	16584	2	16584	2	16584	2	16584	2	16584	2	16584	0	0	0	0	0	0	456	314,231
chr4:131,750,000-132,750,000	536	200832	52	94866	12	40558	2	16096	1	12754	1	12754	1	12754	1	12754	1	12754	1	12754	1	12754	0	0	0	0	0	0	609	441,630
chr4:132,750,000-133,750,000	225	30034	3	10966	2	9716	2	9716	2	9716	1	5636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	75,784
chr4:133,750,000-134,750,000	244	29842	5	8458	1	3106	1	3106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	44,512
chr4:134,750,000-135,750,000	333	48737	5	15400	2	11277	2	11277	2	11277	2	11277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	109,245
chr4:135,750,000-136,750,000	195	20301	2	7257	1	5957	1	5957	1	5957	1	5957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	51,386
chr4:136,750,000-137,750,000	211	22310	3	6099	1	3033	1	3033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	34,475
chr4:137,750,000-138,750,000	254	28024	1	4367	1	4367	1	4367	1	4367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	45,492
chr4:138,750,000-139,750,000	420	36705	3	8699	2	7660	1	5239	1	5239	1	5239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	68,781
chr4:139,750,000-140,750,000	248	32188	7	12226	2	5435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	49,849
chr4:140,750,000-141,750,000	296	52072	13	22037	4	9492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	83,601
chr4:141,750,000-142,750,000	280	41918	10	19680	2	8177	1	5950	1	5950	1	5950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	87,625
