	0kb_BR_min_size		1kb_BR_min_size		2kb_BR_min_size		3kb_BR_min_size		4kb_BR_min_size		5kb_BR_min_size		6kb_BR_min_size		7kb_BR_min_size		8kb_BR_min_size		9kb_BR_min_size		10kb_BR_min_size		20kb_BR_min_size		50kb_BR_min_size		100kb_BR_min_size		TOTAL	
chr2:228,250,000-229,250,000	255	44508	10	22595	4	14165	2	10015	2	10015	1	5617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	106,915
chr2:229,250,000-230,250,000	307	24376	2	3122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	27,498
chr2:230,250,000-231,250,000	405	33114	3	8470	1	5380	1	5380	1	5380	1	5380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	63,104
chr2:231,250,000-232,250,000	411	57188	7	30483	7	30483	6	27721	3	18184	2	13441	2	13441	1	7072	0	0	0	0	0	0	0	0	0	0	0	0	439	198,013
chr2:232,250,000-233,250,000	408	44339	6	9669	1	4002	1	4002	1	4002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	66,014
chr2:233,250,000-234,250,000	415	42285	7	14692	2	8063	1	5836	1	5836	1	5836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	82,548
chr2:234,250,000-235,250,000	277	35265	3	11998	3	11998	2	9624	1	6012	1	6012	1	6012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	86,921
chr2:235,250,000-236,250,000	240	14540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	14,540
chr2:236,250,000-237,250,000	208	33726	8	18825	4	13196	1	5932	1	5932	1	5932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	83,543
chr2:237,250,000-238,250,000	254	28866	4	5389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	34,255
chr2:238,250,000-239,250,000	229	47477	9	26027	3	18578	2	16555	2	16555	2	16555	2	16555	1	10321	1	10321	1	10321	1	10321	0	0	0	0	0	0	253	199,586
chr2:239,250,000-240,250,000	223	38362	7	13237	3	8664	1	3446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	63,709
chr2:240,250,000-241,250,000	242	56743	11	33926	5	25763	4	23563	3	19949	3	19949	2	14875	2	14875	0	0	0	0	0	0	0	0	0	0	0	0	272	209,643
chr2:241,250,000-242,193,529	380	153486	14	109401	7	100456	2	88739	2	88739	2	88739	1	83539	1	83539	1	83539	1	83539	1	83539	1	83539	1	83539	0	0	414	1,214,333
chr3:250,000-1,250,000	346	69214	10	17989	2	6911	2	6911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	101,025
chr3:1,250,000-2,250,000	232	42485	8	16794	3	9811	1	5373	1	5373	1	5373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	85,209
chr3:2,250,000-3,250,000	243	24890	3	3886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	28,776
chr3:3,250,000-4,250,000	324	49873	11	21420	3	10673	2	8141	1	4848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	94,955
chr3:4,250,000-5,250,000	279	36872	5	18011	4	16637	2	11740	2	11740	2	11740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	106,740
chr3:5,250,000-6,250,000	313	37322	4	5391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	42,713
chr3:6,250,000-7,250,000	278	54020	15	27472	5	13527	1	3650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	98,669
chr3:7,250,000-8,250,000	265	24798	2	3254	1	2107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	30,159
chr3:8,250,000-9,250,000	236	41719	7	19897	4	15577	2	10103	2	10103	1	5925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	103,324
chr3:9,250,000-10,250,000	551	40961	2	2229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	43,190
chr3:10,250,000-11,250,000	215	21065	2	2887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	23,952
chr3:11,250,000-12,250,000	385	40289	3	8716	1	5250	1	5250	1	5250	1	5250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	70,005
chr3:12,250,000-13,250,000	357	22282	1	1453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	23,735
chr3:13,250,000-14,250,000	326	38114	7	9311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	47,425
chr3:14,250,000-15,250,000	259	55468	10	34998	3	26295	1	20963	1	20963	1	20963	1	20963	1	20963	1	20963	1	20963	1	20963	1	20963	0	0	0	0	281	305,428
chr3:15,250,000-16,250,000	288	44550	6	20536	3	15959	1	11252	1	11252	1	11252	1	11252	1	11252	1	11252	1	11252	1	11252	0	0	0	0	0	0	305	171,061
chr3:16,250,000-17,250,000	226	33064	5	12636	3	9634	2	7585	1	4122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	67,041
chr3:17,250,000-18,250,000	259	35281	8	12827	1	2666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	50,774
chr3:18,250,000-19,250,000	223	50079	11	31610	7	26678	4	19060	3	15325	2	11319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	154,071
chr3:19,250,000-20,250,000	348	57554	11	28299	6	21262	3	13552	2	10345	1	5915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	136,927
chr3:20,250,000-21,250,000	338	36895	7	9635	2	2802	1	281	1	281	1	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	50,175
chr3:21,250,000-22,250,000	312	49935	6	21123	4	18325	3	16268	3	16268	3	16268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	138,187
chr3:22,250,000-23,250,000	320	47736	10	17886	2	7244	1	4543	1	4543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	81,952
chr3:23,250,000-24,250,000	291	48809	10	22177	4	13727	2	9478	1	5959	1	5959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	106,109
chr3:24,250,000-25,250,000	225	20744	2	5147	1	3985	1	3985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	33,861
chr3:25,250,000-26,250,000	278	28781	5	7347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	36,128
chr3:26,250,000-27,250,000	315	74192	15	44326	4	28471	3	25923	1	19376	1	19376	1	19376	1	19376	1	19376	1	19376	1	19376	0	0	0	0	0	0	344	308,544
chr3:27,250,000-28,250,000	324	33321	3	9884	2	8806	2	8806	1	5034	1	5034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	70,885
chr3:28,250,000-29,250,000	273	40144	7	16441	4	11860	1	3911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	72,356
chr3:29,250,000-30,250,000	287	31947	4	10191	1	6000	1	6000	1	6000	1	6000	1	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	72,138
chr3:30,250,000-31,250,000	187	18475	2	4279	1	2761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	25,515
chr3:31,250,000-32,250,000	279	20408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	20,408
chr3:32,250,000-33,250,000	428	29117	1	3107	1	3107	1	3107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	38,438
chr3:33,250,000-34,250,000	414	46901	4	7654	1	4458	1	4458	1	4458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	67,929
chr3:34,250,000-35,250,000	254	51172	10	22073	4	14164	2	9684	1	5950	1	5950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	108,993
chr3:35,250,000-36,250,000	236	46747	9	15722	2	5702	1	3652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	71,823
chr3:36,250,000-37,250,000	343	37174	3	11229	2	9925	1	7500	1	7500	1	7500	1	7500	1	7500	0	0	0	0	0	0	0	0	0	0	0	0	353	95,828
chr3:37,250,000-38,250,000	260	35877	6	10961	3	6159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	52,997
chr3:38,250,000-39,250,000	268	55682	5	33097	3	29979	2	27807	1	24800	1	24800	1	24800	1	24800	1	24800	1	24800	1	24800	1	24800	0	0	0	0	286	344,965
chr3:39,250,000-40,250,000	376	106613	15	66217	6	54547	4	49667	3	46202	3	46202	2	40521	2	40521	2	40521	2	40521	2	40521	1	21146	0	0	0	0	418	593,199
chr3:40,250,000-41,250,000	249	34298	6	14228	2	7839	1	5634	1	5634	1	5634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	73,267
chr3:41,250,000-42,250,000	413	59599	15	27705	4	12452	2	6875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	106,631
chr3:42,250,000-43,250,000	266	31372	5	12230	2	8297	1	5953	1	5953	1	5953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	69,758
chr3:43,250,000-44,250,000	297	38456	6	11574	2	6125	1	3555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	59,710
chr3:44,250,000-45,250,000	355	27406	2	4733	1	3550	1	3550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	39,239
chr3:45,250,000-46,250,000	256	23019	2	5992	1	4075	1	4075	1	4075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	41,236
chr3:46,250,000-47,250,000	382	34176	3	11192	2	9919	2	9919	1	5954	1	5954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	77,114
chr3:47,250,000-48,250,000	466	32097	2	5397	2	5397	1	3035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	45,926
chr3:48,250,000-49,250,000	497	27450	2	4623	1	2910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	34,983
chr3:49,250,000-50,250,000	458	68822	4	48765	3	47691	2	45547	2	45547	2	45547	2	45547	2	45547	2	45547	2	45547	2	45547	2	45547	0	0	0	0	483	575,201
chr3:50,250,000-51,250,000	352	98527	11	67248	7	61110	3	51730	3	51730	3	51730	3	51730	3	51730	3	51730	2	43102	2	43102	2	43102	0	0	0	0	394	666,571
chr3:51,250,000-52,250,000	450	44811	5	9542	1	4205	1	4205	1	4205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	66,968
chr3:52,250,000-53,250,000	294	13356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	13,356
chr3:53,250,000-54,250,000	275	31817	3	11783	2	9962	2	9962	2	9962	1	5943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	79,429
chr3:54,250,000-55,250,000	264	54916	9	26971	5	22135	4	19403	3	16258	3	16258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	155,941
chr3:55,250,000-56,250,000	214	23794	5	7837	1	2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	33,652
chr3:56,250,000-57,250,000	355	31102	3	6416	1	4203	1	4203	1	4203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	50,127
chr3:57,250,000-58,250,000	420	36167	4	8990	2	6097	1	3893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	55,147
chr3:58,250,000-59,250,000	349	61835	15	34041	5	18771	3	14340	2	10964	2	10964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	150,915
chr3:59,250,000-60,250,000	224	24767	3	3862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	28,629
chr3:60,250,000-61,250,000	299	40665	6	9516	1	2179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	52,360
chr3:61,250,000-62,250,000	244	21463	2	3623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	25,086
chr3:62,250,000-63,250,000	188	32067	5	20598	4	19596	3	16926	3	16926	3	16926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	123,039
chr3:63,250,000-64,250,000	253	35360	6	13277	2	7120	2	7120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	62,877
chr3:64,250,000-65,250,000	216	28745	4	8891	3	7809	1	3658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	49,103
chr3:65,250,000-66,250,000	251	23294	2	8103	2	8103	1	5217	1	5217	1	5217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	55,151
chr3:66,250,000-67,250,000	308	31203	7	9959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	41,162
chr3:67,250,000-68,250,000	253	33667	7	16600	5	13360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	63,627
chr3:68,250,000-69,250,000	258	32171	5	12980	2	8450	1	6300	1	6300	1	6300	1	6300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	78,801
chr3:69,250,000-70,250,000	248	33787	4	8733	1	4400	1	4400	1	4400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	55,720
chr3:70,250,000-71,250,000	273	37228	6	10077	2	4317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	51,622
chr3:71,250,000-72,250,000	240	15099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	15,099
chr3:72,250,000-73,250,000	309	23403	2	2818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	26,221
chr3:73,250,000-74,250,000	246	30108	6	8627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	38,735
chr3:74,250,000-75,250,000	343	53840	11	25215	6	18407	2	8773	1	5750	1	5750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	117,735
chr3:75,250,000-76,250,000	1576	302788	13	115340	3	102473	3	102473	3	102473	3	102473	2	96803	2	96803	2	96803	2	96803	2	96803	1	78603	1	78603	0	0	1,613	1,469,241
chr3:76,250,000-77,250,000	246	30327	6	8021	1	2078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	40,426
chr3:77,250,000-78,250,000	230	27488	4	10220	1	5917	1	5917	1	5917	1	5917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	61,376
chr3:78,250,000-79,250,000	291	46559	10	25489	4	16899	3	14434	3	14434	1	5191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	123,006
chr3:79,250,000-80,250,000	258	23023	3	3584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	26,607
chr3:80,250,000-81,250,000	269	55953	6	32068	2	27224	2	27224	2	27224	2	27224	1	21244	1	21244	1	21244	1	21244	1	21244	1	21244	0	0	0	0	289	324,381
chr3:81,250,000-82,250,000	257	32827	5	9548	1	3486	1	3486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	49,347
chr3:82,250,000-83,250,000	281	37926	6	11631	1	3604	1	3604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	56,765
chr3:83,250,000-84,250,000	286	29700	3	4810	1	2130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	36,640
chr3:84,250,000-85,250,000	309	35185	3	5677	1	2224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	43,086
chr3:85,250,000-86,250,000	281	35301	5	9405	2	5710	1	3431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	53,847
chr3:86,250,000-87,250,000	274	24865	4	4557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	29,422
chr3:87,250,000-88,250,000	307	39703	8	10519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	50,222
chr3:88,250,000-89,250,000	280	45358	6	14885	4	12393	1	4676	1	4676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	81,988
chr3:89,250,000-90,250,000	513	114923	11	68596	6	62135	4	56440	4	56440	4	56440	3	50514	2	44160	2	44160	2	44160	2	44160	1	24900	0	0	0	0	554	667,028
chr3:90,250,000-91,250,000	211	827331	8	809196	2	800538	2	800538	2	800538	2	800538	1	794600	1	794600	1	794600	1	794600	1	794600	1	794600	1	794600	1	794600	235	11,195,479
chr3:91,250,000-92,250,000	507	902754	16	800027	4	785666	2	781034	2	781034	2	781034	2	781034	2	781034	2	781034	2	781034	2	781034	2	781034	2	781034	2	781034	549	11,079,821
chr3:92,250,000-93,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr3:93,250,000-94,250,000	492	548293	5	506337	3	503497	1	499202	1	499202	1	499202	1	499202	1	499202	1	499202	1	499202	1	499202	1	499202	1	499202	1	499202	511	7,049,349
chr3:94,250,000-95,250,000	303	41341	7	13164	2	6453	1	3913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	64,871
chr3:95,250,000-96,250,000	290	41116	5	14355	3	11893	3	11893	1	5204	1	5204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	89,665
chr3:96,250,000-97,250,000	303	38839	5	8119	1	3000	1	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	52,958
chr3:97,250,000-98,250,000	292	56617	5	27742	4	26313	2	21816	1	18466	1	18466	1	18466	1	18466	1	18466	1	18466	1	18466	0	0	0	0	0	0	310	261,750
chr3:98,250,000-99,250,000	345	55363	13	21750	3	7751	1	3009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	87,873
chr3:99,250,000-100,250,000	262	39587	7	13491	3	8332	1	3154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	64,564
chr3:100,250,000-101,250,000	325	45474	7	14795	2	7787	1	5518	1	5518	1	5518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	84,610
chr3:101,250,000-102,250,000	384	74272	11	39127	2	27238	1	24398	1	24398	1	24398	1	24398	1	24398	1	24398	1	24398	1	24398	1	24398	0	0	0	0	406	360,219
chr3:102,250,000-103,250,000	240	41344	4	22566	2	19532	1	16803	1	16803	1	16803	1	16803	1	16803	1	16803	1	16803	1	16803	0	0	0	0	0	0	254	217,866
chr3:103,250,000-104,250,000	286	30324	1	5954	1	5954	1	5954	1	5954	1	5954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	60,094
chr3:104,250,000-105,250,000	209	15150	2	2391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	17,541
chr3:105,250,000-106,250,000	242	31688	6	16734	5	15690	2	8319	1	4913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	77,344
chr3:106,250,000-107,250,000	257	38975	8	19579	2	11464	2	11464	2	11464	2	11464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	104,410
chr3:107,250,000-108,250,000	204	27271	7	13910	3	9394	2	6670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	57,245
chr3:108,250,000-109,250,000	275	46313	10	26690	5	19504	3	15357	2	11883	2	11883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	131,630
chr3:109,250,000-110,250,000	413	49971	6	15382	4	12984	3	10211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	88,548
chr3:110,250,000-111,250,000	219	38616	9	24336	4	18463	3	15711	3	15711	2	11530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	124,367
chr3:111,250,000-112,250,000	298	45084	10	21855	4	14177	2	10042	2	10042	1	5779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	106,979
chr3:112,250,000-113,250,000	273	44820	8	23797	4	17281	2	12713	1	9071	1	9071	1	9071	1	9071	1	9071	1	9071	0	0	0	0	0	0	0	0	293	153,037
chr3:113,250,000-114,250,000	308	28196	3	4970	1	2092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	35,258
chr3:114,250,000-115,250,000	211	23029	4	6522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	29,551
chr3:115,250,000-116,250,000	253	38107	7	14525	2	7367	1	4484	1	4484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	68,967
chr3:116,250,000-117,250,000	229	38927	6	16277	3	12397	2	10006	2	10006	1	5952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	93,565
chr3:117,250,000-118,250,000	215	23648	4	5114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	28,762
chr3:118,250,000-119,250,000	292	50317	11	30339	6	23449	3	16266	3	16266	2	11896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	148,533
chr3:119,250,000-120,250,000	305	18735	2	2257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	20,992
chr3:120,250,000-121,250,000	395	73354	14	28939	3	14811	3	14811	3	14811	2	10806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	157,532
chr3:121,250,000-122,250,000	399	62994	11	22956	4	13750	2	9609	1	5944	1	5944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	121,197
chr3:122,250,000-123,250,000	265	85690	4	68160	3	66932	2	64372	1	61172	1	61172	1	61172	1	61172	1	61172	1	61172	1	61172	1	61172	1	61172	0	0	283	835,702
chr3:123,250,000-124,250,000	353	33216	3	4091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	37,307
chr3:124,250,000-125,250,000	255	24401	5	7274	1	2042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	33,717
chr3:125,250,000-126,250,000	918	150102	14	26017	4	12627	1	5745	1	5745	1	5745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939	205,981
chr3:126,250,000-127,250,000	241	38070	5	13236	3	10471	1	5248	1	5248	1	5248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	77,521
chr3:127,250,000-128,250,000	223	18010	1	1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	19,202
chr3:128,250,000-129,250,000	358	33707	5	11039	2	6220	1	3680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	54,646
chr3:129,250,000-130,250,000	729	164180	35	53605	6	15696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	770	233,481
chr3:130,250,000-131,250,000	294	42222	6	15528	4	12846	2	8323	1	5287	1	5287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	89,493
chr3:131,250,000-132,250,000	283	51035	13	26505	6	16965	1	5173	1	5173	1	5173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	110,024
chr3:132,250,000-133,250,000	319	69373	15	39031	8	28928	4	18777	2	11740	2	11740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	179,589
chr3:133,250,000-134,250,000	331	62756	3	31857	2	30456	1	28000	1	28000	1	28000	1	28000	1	28000	1	28000	1	28000	1	28000	1	28000	0	0	0	0	345	377,069
chr3:134,250,000-135,250,000	231	27214	3	10685	3	10685	1	5586	1	5586	1	5586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	65,342
chr3:135,250,000-136,250,000	286	64818	16	40017	7	26012	4	18713	2	11875	2	11875	1	6040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	179,350
chr3:136,250,000-137,250,000	391	63115	12	35048	2	20989	2	20989	2	20989	2	20989	1	15036	1	15036	1	15036	1	15036	1	15036	0	0	0	0	0	0	416	257,299
chr3:137,250,000-138,250,000	400	61247	6	16131	2	11147	2	11147	2	11147	2	11147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	121,966
chr3:138,250,000-139,250,000	384	62452	8	34529	4	29604	3	27537	2	24534	1	20254	1	20254	1	20254	1	20254	1	20254	1	20254	1	20254	0	0	0	0	408	320,434
chr3:139,250,000-140,250,000	223	35229	6	15110	4	12943	2	7237	1	4041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	74,560
chr3:140,250,000-141,250,000	304	35511	1	2041	1	2041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	39,593
chr3:141,250,000-142,250,000	355	33064	3	8044	1	5404	1	5404	1	5404	1	5404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	62,724
chr3:142,250,000-143,250,000	308	34529	4	8993	1	5057	1	5057	1	5057	1	5057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	63,750
chr3:143,250,000-144,250,000	258	31563	5	6642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	38,205
chr3:144,250,000-145,250,000	246	23207	2	3544	1	2453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	29,204
chr3:145,250,000-146,250,000	251	46326	10	21344	5	14794	2	7413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	89,877
chr3:146,250,000-147,250,000	340	42982	5	8121	1	2756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	53,859
chr3:147,250,000-148,250,000	252	23068	2	2308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	25,376
chr3:148,250,000-149,250,000	335	45853	8	13542	2	6209	1	3852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	69,456
chr3:149,250,000-150,250,000	278	23070	2	3104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	26,174
chr3:150,250,000-151,250,000	289	29436	5	9779	2	6126	1	3243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	48,584
