	0kb_BR_min_size		1kb_BR_min_size		2kb_BR_min_size		3kb_BR_min_size		4kb_BR_min_size		5kb_BR_min_size		6kb_BR_min_size		7kb_BR_min_size		8kb_BR_min_size		9kb_BR_min_size		10kb_BR_min_size		20kb_BR_min_size		50kb_BR_min_size		100kb_BR_min_size		TOTAL	
chr3:22,000,000-23,000,000	310	54595	12	24439	3	12593	2	9892	2	9892	1	5349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	116,760
chr3:23,000,000-24,000,000	314	37440	6	10847	2	5642	1	3519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	57,448
chr3:24,000,000-25,000,000	247	35396	6	16477	3	12070	2	9944	1	5959	1	5959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	85,805
chr3:25,000,000-26,000,000	229	19861	3	4386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	24,247
chr3:26,000,000-27,000,000	348	82977	16	45633	4	28471	3	25923	1	19376	1	19376	1	19376	1	19376	1	19376	1	19376	1	19376	0	0	0	0	0	0	378	318,636
chr3:27,000,000-28,000,000	326	29143	3	6504	1	3772	1	3772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	43,191
chr3:28,000,000-29,000,000	271	40101	7	17564	4	12983	1	5034	1	5034	1	5034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	85,750
chr3:29,000,000-30,000,000	272	30746	4	12295	2	9911	2	9911	1	6000	1	6000	1	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	80,863
chr3:30,000,000-31,000,000	227	27214	3	6086	1	2761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	36,061
chr3:31,000,000-32,000,000	224	11986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	11,986
chr3:32,000,000-33,000,000	420	35058	1	3107	1	3107	1	3107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	44,379
chr3:33,000,000-34,000,000	414	38860	1	4458	1	4458	1	4458	1	4458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	56,692
chr3:34,000,000-35,000,000	286	48741	11	21689	3	12109	2	9684	1	5950	1	5950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	104,123
chr3:35,000,000-36,000,000	234	43653	5	10497	3	7757	1	3652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	65,559
chr3:36,000,000-37,000,000	304	50445	9	20034	2	9925	1	7500	1	7500	1	7500	1	7500	1	7500	0	0	0	0	0	0	0	0	0	0	0	0	320	117,904
chr3:37,000,000-38,000,000	298	25184	4	7379	2	4159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	36,722
chr3:38,000,000-39,000,000	279	65806	6	35284	4	31979	2	27807	1	24800	1	24800	1	24800	1	24800	1	24800	1	24800	1	24800	1	24800	0	0	0	0	299	359,276
chr3:39,000,000-40,000,000	374	73774	11	35126	3	24255	1	19375	1	19375	1	19375	1	19375	1	19375	1	19375	1	19375	1	19375	0	0	0	0	0	0	396	288,155
chr3:40,000,000-41,000,000	279	71375	11	46714	5	38131	4	35926	3	32461	3	32461	1	21146	1	21146	1	21146	1	21146	1	21146	1	21146	0	0	0	0	311	383,944
chr3:41,000,000-42,000,000	366	52776	14	24160	3	8907	1	3330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	89,173
chr3:42,000,000-43,000,000	309	30082	5	9822	2	5889	1	3545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	49,338
chr3:43,000,000-44,000,000	290	45349	7	17527	3	12078	2	9508	1	5953	1	5953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	96,368
chr3:44,000,000-45,000,000	335	27086	2	4733	1	3550	1	3550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	38,919
chr3:45,000,000-46,000,000	252	11706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	11,706
chr3:46,000,000-47,000,000	341	43980	5	17184	3	13994	3	13994	2	10029	1	5954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	105,135
chr3:47,000,000-48,000,000	426	24743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	24,743
chr3:48,000,000-49,000,000	491	32083	4	10020	3	8307	1	3035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	53,445
chr3:49,000,000-50,000,000	525	50145	2	26774	1	25700	1	25700	1	25700	1	25700	1	25700	1	25700	1	25700	1	25700	1	25700	1	25700	0	0	0	0	537	333,919
chr3:50,000,000-51,000,000	326	107876	9	83931	6	79035	3	71577	3	71577	3	71577	3	71577	3	71577	3	71577	2	62949	2	62949	2	62949	0	0	0	0	365	889,151
chr3:51,000,000-52,000,000	499	57739	8	14850	3	8271	1	4205	1	4205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	89,270
chr3:52,000,000-53,000,000	269	13060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	13,060
chr3:53,000,000-54,000,000	312	33265	3	11783	2	9962	2	9962	2	9962	1	5943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	80,877
chr3:54,000,000-55,000,000	257	38010	5	14186	3	11782	2	9050	1	5905	1	5905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	84,838
chr3:55,000,000-56,000,000	220	36761	7	17362	2	10353	2	10353	2	10353	2	10353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	95,535
chr3:56,000,000-57,000,000	328	32735	5	9676	2	6224	1	4203	1	4203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	57,041
chr3:57,000,000-58,000,000	421	37200	4	8990	2	6097	1	3893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	56,180
chr3:58,000,000-59,000,000	340	57913	15	34041	5	18771	3	14340	2	10964	2	10964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	146,993
chr3:59,000,000-60,000,000	264	29700	3	3862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	33,562
chr3:60,000,000-61,000,000	236	27674	4	6791	1	2179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	36,644
chr3:61,000,000-62,000,000	311	35273	4	6348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	41,621
chr3:62,000,000-63,000,000	175	14756	2	6060	1	5058	1	5058	1	5058	1	5058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	41,048
chr3:63,000,000-64,000,000	279	52898	9	27815	5	21658	4	18988	2	11868	2	11868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	145,095
chr3:64,000,000-65,000,000	163	19910	3	6791	2	5709	1	3658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	36,068
chr3:65,000,000-66,000,000	267	30398	3	10203	3	10203	1	5217	1	5217	1	5217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	66,455
chr3:66,000,000-67,000,000	291	25105	4	5237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	30,342
chr3:67,000,000-68,000,000	292	35665	8	16175	3	8213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	60,053
chr3:68,000,000-69,000,000	248	30958	6	11827	3	7297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	50,082
chr3:69,000,000-70,000,000	270	34662	3	12509	2	10700	2	10700	2	10700	1	6300	1	6300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	91,871
chr3:70,000,000-71,000,000	243	41870	8	12601	2	4317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	58,788
chr3:71,000,000-72,000,000	238	12267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	12,267
chr3:72,000,000-73,000,000	271	23770	2	2818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	26,588
chr3:73,000,000-74,000,000	302	27405	4	5850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	33,255
chr3:74,000,000-75,000,000	285	41980	10	16606	3	7021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	65,607
chr3:75,000,000-76,000,000	1592	312438	16	126726	6	113859	5	111246	4	108223	4	108223	2	96803	2	96803	2	96803	2	96803	2	96803	1	78603	1	78603	0	0	1,639	1,521,936
chr3:76,000,000-77,000,000	283	32923	5	5943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	38,866
chr3:77,000,000-78,000,000	234	32063	5	12298	2	7995	1	5917	1	5917	1	5917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	70,107
chr3:78,000,000-79,000,000	265	39969	8	19173	3	11708	2	9243	2	9243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	89,336
chr3:79,000,000-80,000,000	280	27118	3	7552	1	5191	1	5191	1	5191	1	5191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	55,434
chr3:80,000,000-81,000,000	266	51327	6	27273	1	21244	1	21244	1	21244	1	21244	1	21244	1	21244	1	21244	1	21244	1	21244	1	21244	0	0	0	0	282	291,040
chr3:81,000,000-82,000,000	260	33216	5	12038	1	5980	1	5980	1	5980	1	5980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	69,174
chr3:82,000,000-83,000,000	272	43397	7	14774	2	7090	2	7090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	72,351
chr3:83,000,000-84,000,000	261	26988	3	4795	1	2130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	33,913
chr3:84,000,000-85,000,000	319	32133	2	3329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	35,462
chr3:85,000,000-86,000,000	282	33543	6	10999	2	5655	1	3431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	53,628
chr3:86,000,000-87,000,000	275	28028	3	4469	1	2279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	34,776
chr3:87,000,000-88,000,000	306	41289	10	12886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	54,175
chr3:88,000,000-89,000,000	275	43175	5	13747	4	12393	1	4676	1	4676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	78,667
chr3:89,000,000-90,000,000	298	80365	11	50474	5	42875	3	37180	3	37180	3	37180	2	31254	1	24900	1	24900	1	24900	1	24900	1	24900	0	0	0	0	330	441,008
chr3:90,000,000-91,000,000	509	621555	9	578456	3	569798	3	569798	3	569798	3	569798	2	563860	2	563860	2	563860	2	563860	2	563860	1	544600	1	544600	1	544600	543	7,932,303
chr3:91,000,000-92,000,000	507	902754	16	800027	4	785666	2	781034	2	781034	2	781034	2	781034	2	781034	2	781034	2	781034	2	781034	2	781034	2	781034	2	781034	549	11,079,821
chr3:92,000,000-93,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr3:93,000,000-94,000,000	406	791001	4	754627	3	753497	1	749202	1	749202	1	749202	1	749202	1	749202	1	749202	1	749202	1	749202	1	749202	1	749202	1	749202	424	10,540,347
chr3:94,000,000-95,000,000	306	37346	7	13761	2	6453	1	3913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	61,473
chr3:95,000,000-96,000,000	322	47329	5	14425	3	11893	3	11893	1	5204	1	5204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	95,948
chr3:96,000,000-97,000,000	309	39343	6	9162	1	3000	1	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	54,505
chr3:97,000,000-98,000,000	210	50236	5	27742	4	26313	2	21816	1	18466	1	18466	1	18466	1	18466	1	18466	1	18466	1	18466	0	0	0	0	0	0	228	255,369
chr3:98,000,000-99,000,000	400	49006	8	13256	2	5031	1	3009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	70,302
chr3:99,000,000-100,000,000	277	52762	12	21985	4	11052	1	3154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	88,953
chr3:100,000,000-101,000,000	288	37533	5	11336	1	5518	1	5518	1	5518	1	5518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	70,941
chr3:101,000,000-102,000,000	412	71862	9	37045	3	29507	1	24398	1	24398	1	24398	1	24398	1	24398	1	24398	1	24398	1	24398	1	24398	0	0	0	0	433	357,996
chr3:102,000,000-103,000,000	234	32292	6	9470	1	2729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	44,491
chr3:103,000,000-104,000,000	291	47877	3	24591	2	22757	2	22757	2	22757	2	22757	1	16803	1	16803	1	16803	1	16803	1	16803	0	0	0	0	0	0	307	247,511
chr3:104,000,000-105,000,000	234	18344	2	2391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	20,735
chr3:105,000,000-106,000,000	210	26188	4	12753	4	12753	2	8319	1	4913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	64,926
chr3:106,000,000-107,000,000	271	39379	7	19514	3	14401	2	11464	2	11464	2	11464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	107,686
chr3:107,000,000-108,000,000	220	31446	9	16796	3	9394	2	6670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	64,306
chr3:108,000,000-109,000,000	234	36760	8	19628	4	13562	2	9415	1	5941	1	5941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	91,247
chr3:109,000,000-110,000,000	433	54716	8	20418	4	15740	3	12967	1	5942	1	5942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	115,725
chr3:110,000,000-111,000,000	231	35735	8	20527	4	15712	3	12960	2	9774	1	5593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	100,301
chr3:111,000,000-112,000,000	243	37675	8	21686	3	15979	3	15979	3	15979	2	11716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	119,014
chr3:112,000,000-113,000,000	311	48143	10	20024	5	12345	1	3642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	84,154
chr3:113,000,000-114,000,000	316	37506	4	14813	2	11163	1	9071	1	9071	1	9071	1	9071	1	9071	1	9071	1	9071	0	0	0	0	0	0	0	0	329	126,979
chr3:114,000,000-115,000,000	214	25289	4	6278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	31,567
chr3:115,000,000-116,000,000	240	29060	7	11379	1	2883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	43,322
chr3:116,000,000-117,000,000	234	44553	6	19452	4	16881	3	14490	3	14490	1	5952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	115,818
chr3:117,000,000-118,000,000	220	22854	2	2554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	25,408
chr3:118,000,000-119,000,000	245	28793	7	13297	1	5935	1	5935	1	5935	1	5935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	65,830
chr3:119,000,000-120,000,000	341	45281	9	23168	5	17514	2	10331	2	10331	1	5961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	112,586
chr3:120,000,000-121,000,000	335	54564	9	22875	3	14811	3	14811	3	14811	2	10806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	132,678
chr3:121,000,000-122,000,000	456	66832	11	18106	3	7806	1	3665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	96,409
chr3:122,000,000-123,000,000	283	100351	9	79074	4	72876	3	70316	2	67116	2	67116	1	61172	1	61172	1	61172	1	61172	1	61172	1	61172	1	61172	0	0	310	885,053
chr3:123,000,000-124,000,000	295	26339	2	2365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	28,704
chr3:124,000,000-125,000,000	320	29933	6	9000	1	2042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	40,975
chr3:125,000,000-126,000,000	907	149705	13	24688	4	12627	1	5745	1	5745	1	5745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927	204,255
chr3:126,000,000-127,000,000	252	36907	6	14565	3	10471	1	5248	1	5248	1	5248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	77,687
chr3:127,000,000-128,000,000	215	21122	1	1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	22,314
chr3:128,000,000-129,000,000	308	29242	4	7359	1	2540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	39,141
chr3:129,000,000-130,000,000	405	38642	6	10655	1	3680	1	3680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	56,657
chr3:130,000,000-131,000,000	649	164053	35	60673	10	28542	2	8323	1	5287	1	5287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698	272,165
chr3:131,000,000-132,000,000	306	42738	8	14137	2	5548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	62,423
chr3:132,000,000-133,000,000	306	72421	17	42184	11	33746	4	17351	3	16913	3	16913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	199,528
chr3:133,000,000-134,000,000	292	68374	8	42557	4	37055	3	34599	1	28000	1	28000	1	28000	1	28000	1	28000	1	28000	1	28000	1	28000	0	0	0	0	315	406,585
chr3:134,000,000-135,000,000	292	24924	1	2178	1	2178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	29,280
chr3:135,000,000-136,000,000	213	64715	14	42388	9	34519	5	24299	3	17461	3	17461	1	6040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	206,883
chr3:136,000,000-137,000,000	416	57727	11	33938	2	20989	2	20989	2	20989	2	20989	1	15036	1	15036	1	15036	1	15036	1	15036	0	0	0	0	0	0	440	250,801
chr3:137,000,000-138,000,000	424	75269	10	22265	2	11147	2	11147	2	11147	2	11147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	142,122
chr3:138,000,000-139,000,000	366	46086	4	23855	1	20254	1	20254	1	20254	1	20254	1	20254	1	20254	1	20254	1	20254	1	20254	1	20254	0	0	0	0	380	272,481
chr3:139,000,000-140,000,000	278	51911	10	25803	7	22293	4	14520	2	8321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	122,848
chr3:140,000,000-141,000,000	248	28794	2	3134	1	2041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	33,969
chr3:141,000,000-142,000,000	348	37234	3	8044	1	5404	1	5404	1	5404	1	5404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	66,894
chr3:142,000,000-143,000,000	344	34365	4	8993	1	5057	1	5057	1	5057	1	5057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	63,586
chr3:143,000,000-144,000,000	245	31717	5	6642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	38,359
chr3:144,000,000-145,000,000	267	22725	1	2453	1	2453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	27,631
chr3:145,000,000-146,000,000	247	46162	11	22435	5	14794	2	7413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	90,804
chr3:146,000,000-147,000,000	306	39629	3	5074	1	2756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	47,459
chr3:147,000,000-148,000,000	276	26128	3	4251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	30,379
chr3:148,000,000-149,000,000	307	47314	8	13600	2	6209	1	3852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	70,975
chr3:149,000,000-150,000,000	319	25387	3	4150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	29,537
chr3:150,000,000-151,000,000	277	24149	3	5330	1	2883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	32,362
chr3:151,000,000-152,000,000	338	32623	4	7055	1	3243	1	3243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	46,164
chr3:152,000,000-153,000,000	290	26638	3	5110	1	2356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	34,104
chr3:153,000,000-154,000,000	437	60611	11	23121	5	15635	1	5481	1	5481	1	5481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	115,810
chr3:154,000,000-155,000,000	306	38651	4	6674	1	3613	1	3613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	52,551
chr3:155,000,000-156,000,000	306	47387	7	25532	7	25532	3	15849	3	15849	2	11688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	141,837
chr3:156,000,000-157,000,000	269	32698	6	14193	3	10848	1	5617	1	5617	1	5617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	74,590
chr3:157,000,000-158,000,000	265	52319	9	29509	5	22901	2	16208	1	12600	1	12600	1	12600	1	12600	1	12600	1	12600	1	12600	0	0	0	0	0	0	288	209,137
chr3:158,000,000-159,000,000	326	54800	10	27382	5	20360	3	15084	2	11456	2	11456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	140,538
chr3:159,000,000-160,000,000	303	55823	7	21774	5	18618	2	10833	2	10833	1	5950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	123,831
chr3:160,000,000-161,000,000	297	33452	4	12572	2	9556	1	7500	1	7500	1	7500	1	7500	1	7500	0	0	0	0	0	0	0	0	0	0	0	0	308	93,080
chr3:161,000,000-162,000,000	261	40621	3	16757	2	14853	1	12225	1	12225	1	12225	1	12225	1	12225	1	12225	1	12225	1	12225	0	0	0	0	0	0	274	170,031
chr3:162,000,000-163,000,000	316	36335	3	11806	2	10265	2	10265	2	10265	1	5790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	84,726
chr3:163,000,000-164,000,000	299	50923	11	20666	2	8109	1	5938	1	5938	1	5938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	97,512
chr3:164,000,000-165,000,000	284	34530	4	13511	3	12480	2	9846	2	9846	1	5495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	85,708
chr3:165,000,000-166,000,000	264	51954	9	30492	3	22776	1	18376	1	18376	1	18376	1	18376	1	18376	1	18376	1	18376	1	18376	0	0	0	0	0	0	284	252,230
chr3:166,000,000-167,000,000	302	42918	7	13114	1	4269	1	4269	1	4269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	68,839
chr3:167,000,000-168,000,000	263	34188	6	10263	2	4883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	49,334
chr3:168,000,000-169,000,000	223	35364	8	18355	3	10551	1	5821	1	5821	1	5821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	81,733
chr3:169,000,000-170,000,000	256	28151	3	8330	1	5939	1	5939	1	5939	1	5939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	60,237
chr3:170,000,000-171,000,000	402	61483	7	31382	3	25322	1	20160	1	20160	1	20160	1	20160	1	20160	1	20160	1	20160	1	20160	1	20160	0	0	0	0	421	299,627
chr3:171,000,000-172,000,000	245	38677	4	17946	2	15199	2	15199	1	11534	1	11534	1	11534	1	11534	1	11534	1	11534	1	11534	0	0	0	0	0	0	260	167,759
chr3:172,000,000-173,000,000	334	20747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	20,747
chr3:173,000,000-174,000,000	238	22385	3	4992	1	2784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	30,161
chr3:174,000,000-175,000,000	273	33433	4	12708	2	9142	2	9142	1	5902	1	5902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	76,229
chr3:175,000,000-176,000,000	314	41784	6	12624	2	7292	1	4596	1	4596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	70,892
chr3:176,000,000-177,000,000	293	48390	8	15998	3	9892	1	4798	1	4798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	83,876
chr3:177,000,000-178,000,000	341	31224	3	11696	2	10299	2	10299	2	10299	1	5901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	79,718
chr3:178,000,000-179,000,000	247	41904	5	26858	4	25731	2	21548	2	21548	2	21548	1	15757	1	15757	1	15757	1	15757	1	15757	0	0	0	0	0	0	267	237,922
chr3:179,000,000-180,000,000	378	43327	6	9481	2	4296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	57,104
chr3:180,000,000-181,000,000	289	39969	5	9724	2	5780	1	3484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	58,957
chr3:181,000,000-182,000,000	418	29954	3	4388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	34,342
chr3:182,000,000-183,000,000	268	22570	1	5887	1	5887	1	5887	1	5887	1	5887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	52,005
chr3:183,000,000-184,000,000	404	34512	5	13129	4	11225	2	6660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	65,526
chr3:184,000,000-185,000,000	403	21834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	21,834
chr3:185,000,000-186,000,000	453	37321	3	12437	2	11318	1	9091	1	9091	1	9091	1	9091	1	9091	1	9091	1	9091	0	0	0	0	0	0	0	0	465	124,713
chr3:186,000,000-187,000,000	353	34282	4	7021	1	3062	1	3062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	47,427
