	0kb_ELR_min_size		1kb_ELR_min_size		2kb_ELR_min_size		3kb_ELR_min_size		4kb_ELR_min_size		5kb_ELR_min_size		TOTAL	
chr3:93,000,000-94,000,000	406	791001	406	791001	406	791001	406	791001	406	791001	406	791001	2,436	4,746,006
chr3:94,000,000-95,000,000	306	37346	306	37346	306	37346	306	37346	306	37346	306	37346	1,836	224,076
chr3:95,000,000-96,000,000	322	47329	322	47329	322	47329	322	47329	322	47329	322	47329	1,932	283,974
chr3:96,000,000-97,000,000	309	39343	309	39343	309	39343	309	39343	309	39343	309	39343	1,854	236,058
chr3:97,000,000-98,000,000	210	50236	210	50236	210	50236	210	50236	210	50236	210	50236	1,260	301,416
chr3:98,000,000-99,000,000	400	49006	400	49006	400	49006	400	49006	400	49006	400	49006	2,400	294,036
chr3:99,000,000-100,000,000	277	52762	277	52762	277	52762	277	52762	277	52762	277	52762	1,662	316,572
chr3:100,000,000-101,000,000	288	37533	288	37533	288	37533	288	37533	288	37533	288	37533	1,728	225,198
chr3:101,000,000-102,000,000	412	71862	412	71862	412	71862	412	71862	412	71862	412	71862	2,472	431,172
chr3:102,000,000-103,000,000	234	32292	234	32292	234	32292	234	32292	234	32292	234	32292	1,404	193,752
chr3:103,000,000-104,000,000	291	47877	291	47877	291	47877	291	47877	291	47877	291	47877	1,746	287,262
chr3:104,000,000-105,000,000	234	18344	234	18344	234	18344	234	18344	234	18344	234	18344	1,404	110,064
chr3:105,000,000-106,000,000	210	26188	210	26188	210	26188	210	26188	210	26188	210	26188	1,260	157,128
chr3:106,000,000-107,000,000	271	39379	271	39379	271	39379	271	39379	271	39379	271	39379	1,626	236,274
chr3:107,000,000-108,000,000	220	31446	220	31446	220	31446	220	31446	220	31446	220	31446	1,320	188,676
chr3:108,000,000-109,000,000	234	36760	234	36760	234	36760	234	36760	234	36760	234	36760	1,404	220,560
chr3:109,000,000-110,000,000	433	54716	433	54716	433	54716	433	54716	433	54716	433	54716	2,598	328,296
chr3:110,000,000-111,000,000	231	35735	231	35735	231	35735	231	35735	231	35735	231	35735	1,386	214,410
chr3:111,000,000-112,000,000	243	37675	243	37675	243	37675	243	37675	243	37675	243	37675	1,458	226,050
chr3:112,000,000-113,000,000	311	48143	311	48143	311	48143	311	48143	311	48143	311	48143	1,866	288,858
chr3:113,000,000-114,000,000	316	37506	316	37506	316	37506	316	37506	316	37506	316	37506	1,896	225,036
chr3:114,000,000-115,000,000	214	25289	214	25289	214	25289	214	25289	214	25289	214	25289	1,284	151,734
chr3:115,000,000-116,000,000	240	29060	240	29060	240	29060	240	29060	240	29060	240	29060	1,440	174,360
chr3:116,000,000-117,000,000	234	44553	234	44553	234	44553	234	44553	234	44553	234	44553	1,404	267,318
chr3:117,000,000-118,000,000	220	22854	220	22854	220	22854	220	22854	220	22854	220	22854	1,320	137,124
chr3:118,000,000-119,000,000	245	28793	245	28793	245	28793	245	28793	245	28793	245	28793	1,470	172,758
chr3:119,000,000-120,000,000	341	45281	341	45281	341	45281	341	45281	341	45281	341	45281	2,046	271,686
chr3:120,000,000-121,000,000	335	54564	335	54564	335	54564	335	54564	335	54564	335	54564	2,010	327,384
chr3:121,000,000-122,000,000	456	66832	456	66832	456	66832	456	66832	456	66832	456	66832	2,736	400,992
chr3:122,000,000-123,000,000	283	100351	283	100351	283	100351	283	100351	283	100351	283	100351	1,698	602,106
chr3:123,000,000-124,000,000	295	26339	295	26339	295	26339	295	26339	295	26339	295	26339	1,770	158,034
chr3:124,000,000-125,000,000	320	29933	320	29933	320	29933	320	29933	320	29933	320	29933	1,920	179,598
chr3:125,000,000-126,000,000	907	149705	907	149705	907	149705	907	149705	907	149705	907	149705	5,442	898,230
chr3:126,000,000-127,000,000	252	36907	252	36907	252	36907	252	36907	252	36907	252	36907	1,512	221,442
chr3:127,000,000-128,000,000	215	21122	215	21122	215	21122	215	21122	215	21122	215	21122	1,290	126,732
chr3:128,000,000-129,000,000	308	29242	308	29242	308	29242	308	29242	308	29242	308	29242	1,848	175,452
chr3:129,000,000-130,000,000	405	38642	405	38642	405	38642	405	38642	405	38642	405	38642	2,430	231,852
chr3:130,000,000-131,000,000	649	164053	649	164053	649	164053	649	164053	649	164053	649	164053	3,894	984,318
chr3:131,000,000-132,000,000	306	42738	306	42738	306	42738	306	42738	306	42738	306	42738	1,836	256,428
chr3:132,000,000-133,000,000	306	72421	306	72421	306	72421	306	72421	306	72421	306	72421	1,836	434,526
chr3:133,000,000-134,000,000	292	68374	292	68374	292	68374	292	68374	292	68374	292	68374	1,752	410,244
chr3:134,000,000-135,000,000	292	24924	292	24924	292	24924	292	24924	292	24924	292	24924	1,752	149,544
chr3:135,000,000-136,000,000	213	64715	213	64715	213	64715	213	64715	213	64715	213	64715	1,278	388,290
chr3:136,000,000-137,000,000	416	57727	416	57727	416	57727	416	57727	416	57727	416	57727	2,496	346,362
chr3:137,000,000-138,000,000	424	75269	424	75269	424	75269	424	75269	424	75269	424	75269	2,544	451,614
chr3:138,000,000-139,000,000	366	46086	366	46086	366	46086	366	46086	366	46086	366	46086	2,196	276,516
chr3:139,000,000-140,000,000	278	51911	278	51911	278	51911	278	51911	278	51911	278	51911	1,668	311,466
chr3:140,000,000-141,000,000	248	28794	248	28794	248	28794	248	28794	248	28794	248	28794	1,488	172,764
chr3:141,000,000-142,000,000	348	37234	348	37234	348	37234	348	37234	348	37234	348	37234	2,088	223,404
chr3:142,000,000-143,000,000	344	34365	344	34365	344	34365	344	34365	344	34365	344	34365	2,064	206,190
chr3:143,000,000-144,000,000	245	31717	245	31717	245	31717	245	31717	245	31717	245	31717	1,470	190,302
chr3:144,000,000-145,000,000	267	22725	267	22725	267	22725	267	22725	267	22725	267	22725	1,602	136,350
chr3:145,000,000-146,000,000	247	46162	247	46162	247	46162	247	46162	247	46162	247	46162	1,482	276,972
chr3:146,000,000-147,000,000	306	39629	306	39629	306	39629	306	39629	306	39629	306	39629	1,836	237,774
chr3:147,000,000-148,000,000	276	26128	276	26128	276	26128	276	26128	276	26128	276	26128	1,656	156,768
chr3:148,000,000-149,000,000	307	47314	307	47314	307	47314	307	47314	307	47314	307	47314	1,842	283,884
chr3:149,000,000-150,000,000	319	25387	319	25387	319	25387	319	25387	319	25387	319	25387	1,914	152,322
chr3:150,000,000-151,000,000	277	24149	277	24149	277	24149	277	24149	277	24149	277	24149	1,662	144,894
chr3:151,000,000-152,000,000	338	32623	338	32623	338	32623	338	32623	338	32623	338	32623	2,028	195,738
chr3:152,000,000-153,000,000	290	26638	290	26638	290	26638	290	26638	290	26638	290	26638	1,740	159,828
chr3:153,000,000-154,000,000	437	60611	437	60611	437	60611	437	60611	437	60611	437	60611	2,622	363,666
chr3:154,000,000-155,000,000	306	38651	306	38651	306	38651	306	38651	306	38651	306	38651	1,836	231,906
chr3:155,000,000-156,000,000	306	47387	306	47387	306	47387	306	47387	306	47387	306	47387	1,836	284,322
chr3:156,000,000-157,000,000	269	32698	269	32698	269	32698	269	32698	269	32698	269	32698	1,614	196,188
chr3:157,000,000-158,000,000	265	52319	265	52319	265	52319	265	52319	265	52319	265	52319	1,590	313,914
chr3:158,000,000-159,000,000	326	54800	326	54800	326	54800	326	54800	326	54800	326	54800	1,956	328,800
chr3:159,000,000-160,000,000	303	55823	303	55823	303	55823	303	55823	303	55823	303	55823	1,818	334,938
chr3:160,000,000-161,000,000	297	33452	297	33452	297	33452	297	33452	297	33452	297	33452	1,782	200,712
chr3:161,000,000-162,000,000	261	40621	261	40621	261	40621	261	40621	261	40621	261	40621	1,566	243,726
chr3:162,000,000-163,000,000	316	36335	316	36335	316	36335	316	36335	316	36335	316	36335	1,896	218,010
chr3:163,000,000-164,000,000	299	50923	299	50923	299	50923	299	50923	299	50923	299	50923	1,794	305,538
chr3:164,000,000-165,000,000	284	34530	284	34530	284	34530	284	34530	284	34530	284	34530	1,704	207,180
chr3:165,000,000-166,000,000	264	51954	264	51954	264	51954	264	51954	264	51954	264	51954	1,584	311,724
chr3:166,000,000-167,000,000	302	42918	302	42918	302	42918	302	42918	302	42918	302	42918	1,812	257,508
chr3:167,000,000-168,000,000	263	34188	263	34188	263	34188	263	34188	263	34188	263	34188	1,578	205,128
chr3:168,000,000-169,000,000	223	35364	223	35364	223	35364	223	35364	223	35364	223	35364	1,338	212,184
chr3:169,000,000-170,000,000	256	28151	256	28151	256	28151	256	28151	256	28151	256	28151	1,536	168,906
chr3:170,000,000-171,000,000	402	61483	402	61483	402	61483	402	61483	402	61483	402	61483	2,412	368,898
chr3:171,000,000-172,000,000	245	38677	245	38677	245	38677	245	38677	245	38677	245	38677	1,470	232,062
chr3:172,000,000-173,000,000	334	20747	334	20747	334	20747	334	20747	334	20747	334	20747	2,004	124,482
chr3:173,000,000-174,000,000	238	22385	238	22385	238	22385	238	22385	238	22385	238	22385	1,428	134,310
chr3:174,000,000-175,000,000	273	33433	273	33433	273	33433	273	33433	273	33433	273	33433	1,638	200,598
chr3:175,000,000-176,000,000	314	41784	314	41784	314	41784	314	41784	314	41784	314	41784	1,884	250,704
chr3:176,000,000-177,000,000	293	48390	293	48390	293	48390	293	48390	293	48390	293	48390	1,758	290,340
chr3:177,000,000-178,000,000	341	31224	341	31224	341	31224	341	31224	341	31224	341	31224	2,046	187,344
chr3:178,000,000-179,000,000	247	41904	247	41904	247	41904	247	41904	247	41904	247	41904	1,482	251,424
chr3:179,000,000-180,000,000	378	43327	378	43327	378	43327	378	43327	378	43327	378	43327	2,268	259,962
chr3:180,000,000-181,000,000	289	39969	289	39969	289	39969	289	39969	289	39969	289	39969	1,734	239,814
chr3:181,000,000-182,000,000	418	29954	418	29954	418	29954	418	29954	418	29954	418	29954	2,508	179,724
chr3:182,000,000-183,000,000	268	22570	268	22570	268	22570	268	22570	268	22570	268	22570	1,608	135,420
chr3:183,000,000-184,000,000	404	34512	404	34512	404	34512	404	34512	404	34512	404	34512	2,424	207,072
chr3:184,000,000-185,000,000	403	21834	403	21834	403	21834	403	21834	403	21834	403	21834	2,418	131,004
chr3:185,000,000-186,000,000	453	37321	453	37321	453	37321	453	37321	453	37321	453	37321	2,718	223,926
chr3:186,000,000-187,000,000	353	34282	353	34282	353	34282	353	34282	353	34282	353	34282	2,118	205,692
chr3:187,000,000-188,000,000	265	43830	265	43830	265	43830	265	43830	265	43830	265	43830	1,590	262,980
chr3:188,000,000-189,000,000	283	26106	283	26106	283	26106	283	26106	283	26106	283	26106	1,698	156,636
chr3:189,000,000-190,000,000	255	30066	255	30066	255	30066	255	30066	255	30066	255	30066	1,530	180,396
chr3:190,000,000-191,000,000	241	29762	241	29762	241	29762	241	29762	241	29762	241	29762	1,446	178,572
chr3:191,000,000-192,000,000	321	33111	321	33111	321	33111	321	33111	321	33111	321	33111	1,926	198,666
chr3:192,000,000-193,000,000	262	36157	262	36157	262	36157	262	36157	262	36157	262	36157	1,572	216,942
chr3:193,000,000-194,000,000	283	23958	283	23958	283	23958	283	23958	283	23958	283	23958	1,698	143,748
chr3:194,000,000-195,000,000	281	31752	281	31752	281	31752	281	31752	281	31752	281	31752	1,686	190,512
chr3:195,000,000-196,000,000	287	294999	287	294999	287	294999	287	294999	287	294999	287	294999	1,722	1,769,994
chr3:196,000,000-197,000,000	541	71743	541	71743	541	71743	541	71743	541	71743	541	71743	3,246	430,458
chr3:197,000,000-198,000,000	313	163141	313	163141	313	163141	313	163141	313	163141	313	163141	1,878	978,846
chr3:198,000,000-198,295,559	49	205384	49	205384	49	205384	49	205384	49	205384	49	205384	294	1,232,304
chr4:0-1,000,000	496	117173	496	117173	496	117173	496	117173	496	117173	496	117173	2,976	703,038
chr4:1,000,000-2,000,000	302	100487	302	100487	302	100487	302	100487	302	100487	302	100487	1,812	602,922
chr4:2,000,000-3,000,000	386	27464	386	27464	386	27464	386	27464	386	27464	386	27464	2,316	164,784
chr4:3,000,000-4,000,000	706	133463	706	133463	706	133463	706	133463	706	133463	706	133463	4,236	800,778
chr4:4,000,000-5,000,000	719	131743	719	131743	719	131743	719	131743	719	131743	719	131743	4,314	790,458
chr4:5,000,000-6,000,000	287	60985	287	60985	287	60985	287	60985	287	60985	287	60985	1,722	365,910
chr4:6,000,000-7,000,000	252	31225	252	31225	252	31225	252	31225	252	31225	252	31225	1,512	187,350
chr4:7,000,000-8,000,000	286	39378	286	39378	286	39378	286	39378	286	39378	286	39378	1,716	236,268
chr4:8,000,000-9,000,000	374	92094	374	92094	374	92094	374	92094	374	92094	374	92094	2,244	552,564
chr4:9,000,000-10,000,000	1656	450165	1656	450165	1656	450165	1656	450165	1656	450165	1656	450165	9,936	2,700,990
chr4:10,000,000-11,000,000	212	25852	212	25852	212	25852	212	25852	212	25852	212	25852	1,272	155,112
chr4:11,000,000-12,000,000	300	68598	300	68598	300	68598	300	68598	300	68598	300	68598	1,800	411,588
chr4:12,000,000-13,000,000	268	53646	268	53646	268	53646	268	53646	268	53646	268	53646	1,608	321,876
chr4:13,000,000-14,000,000	226	30312	226	30312	226	30312	226	30312	226	30312	226	30312	1,356	181,872
chr4:14,000,000-15,000,000	239	55703	239	55703	239	55703	239	55703	239	55703	239	55703	1,434	334,218
chr4:15,000,000-16,000,000	244	35598	244	35598	244	35598	244	35598	244	35598	244	35598	1,464	213,588
chr4:16,000,000-17,000,000	280	37274	280	37274	280	37274	280	37274	280	37274	280	37274	1,680	223,644
chr4:17,000,000-18,000,000	280	27575	280	27575	280	27575	280	27575	280	27575	280	27575	1,680	165,450
chr4:18,000,000-19,000,000	281	36716	281	36716	281	36716	281	36716	281	36716	281	36716	1,686	220,296
chr4:19,000,000-20,000,000	259	40817	259	40817	259	40817	259	40817	259	40817	259	40817	1,554	244,902
chr4:20,000,000-21,000,000	256	29193	256	29193	256	29193	256	29193	256	29193	256	29193	1,536	175,158
chr4:21,000,000-22,000,000	299	41108	299	41108	299	41108	299	41108	299	41108	299	41108	1,794	246,648
chr4:22,000,000-23,000,000	368	42007	368	42007	368	42007	368	42007	368	42007	368	42007	2,208	252,042
chr4:23,000,000-24,000,000	207	28248	207	28248	207	28248	207	28248	207	28248	207	28248	1,242	169,488
chr4:24,000,000-25,000,000	263	27496	263	27496	263	27496	263	27496	263	27496	263	27496	1,578	164,976
chr4:25,000,000-26,000,000	327	18639	327	18639	327	18639	327	18639	327	18639	327	18639	1,962	111,834
chr4:26,000,000-27,000,000	351	41918	351	41918	351	41918	351	41918	351	41918	351	41918	2,106	251,508
chr4:27,000,000-28,000,000	224	30153	224	30153	224	30153	224	30153	224	30153	224	30153	1,344	180,918
chr4:28,000,000-29,000,000	260	18874	260	18874	260	18874	260	18874	260	18874	260	18874	1,560	113,244
chr4:29,000,000-30,000,000	270	22455	270	22455	270	22455	270	22455	270	22455	270	22455	1,620	134,730
chr4:30,000,000-31,000,000	225	16177	225	16177	225	16177	225	16177	225	16177	225	16177	1,350	97,062
chr4:31,000,000-32,000,000	212	34032	212	34032	212	34032	212	34032	212	34032	212	34032	1,272	204,192
chr4:32,000,000-33,000,000	226	29809	226	29809	226	29809	226	29809	226	29809	226	29809	1,356	178,854
chr4:33,000,000-34,000,000	339	22005	339	22005	339	22005	339	22005	339	22005	339	22005	2,034	132,030
chr4:34,000,000-35,000,000	256	20382	256	20382	256	20382	256	20382	256	20382	256	20382	1,536	122,292
chr4:35,000,000-36,000,000	250	29849	250	29849	250	29849	250	29849	250	29849	250	29849	1,500	179,094
chr4:36,000,000-37,000,000	301	25724	301	25724	301	25724	301	25724	301	25724	301	25724	1,806	154,344
chr4:37,000,000-38,000,000	318	33040	318	33040	318	33040	318	33040	318	33040	318	33040	1,908	198,240
chr4:38,000,000-39,000,000	327	31804	327	31804	327	31804	327	31804	327	31804	327	31804	1,962	190,824
chr4:39,000,000-40,000,000	431	29671	431	29671	431	29671	431	29671	431	29671	431	29671	2,586	178,026
chr4:40,000,000-41,000,000	433	53043	433	53043	433	53043	433	53043	433	53043	433	53043	2,598	318,258
chr4:41,000,000-42,000,000	273	25954	273	25954	273	25954	273	25954	273	25954	273	25954	1,638	155,724
chr4:42,000,000-43,000,000	308	23582	308	23582	308	23582	308	23582	308	23582	308	23582	1,848	141,492
chr4:43,000,000-44,000,000	311	48721	311	48721	311	48721	311	48721	311	48721	311	48721	1,866	292,326
chr4:44,000,000-45,000,000	256	36021	256	36021	256	36021	256	36021	256	36021	256	36021	1,536	216,126
chr4:45,000,000-46,000,000	343	34771	343	34771	343	34771	343	34771	343	34771	343	34771	2,058	208,626
chr4:46,000,000-47,000,000	289	40136	289	40136	289	40136	289	40136	289	40136	289	40136	1,734	240,816
chr4:47,000,000-48,000,000	298	28728	298	28728	298	28728	298	28728	298	28728	298	28728	1,788	172,368
chr4:48,000,000-49,000,000	359	53520	359	53520	359	53520	359	53520	359	53520	359	53520	2,154	321,120
chr4:49,000,000-50,000,000	49	931501	49	931501	49	931501	49	931501	49	931501	49	931501	294	5,589,006
chr4:50,000,000-51,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:51,000,000-52,000,000	69	828234	69	828234	69	828234	69	828234	69	828234	69	828234	414	4,969,404
chr4:52,000,000-53,000,000	440	77974	440	77974	440	77974	440	77974	440	77974	440	77974	2,640	467,844
chr4:53,000,000-54,000,000	368	81954	368	81954	368	81954	368	81954	368	81954	368	81954	2,208	491,724
chr4:54,000,000-55,000,000	341	38243	341	38243	341	38243	341	38243	341	38243	341	38243	2,046	229,458
chr4:55,000,000-56,000,000	351	47053	351	47053	351	47053	351	47053	351	47053	351	47053	2,106	282,318
chr4:56,000,000-57,000,000	399	36625	399	36625	399	36625	399	36625	399	36625	399	36625	2,394	219,750
chr4:57,000,000-58,000,000	323	63738	323	63738	323	63738	323	63738	323	63738	323	63738	1,938	382,428
chr4:58,000,000-59,000,000	320	99302	320	99302	320	99302	320	99302	320	99302	320	99302	1,920	595,812
chr4:59,000,000-60,000,000	336	50678	336	50678	336	50678	336	50678	336	50678	336	50678	2,016	304,068
chr4:60,000,000-61,000,000	305	41244	305	41244	305	41244	305	41244	305	41244	305	41244	1,830	247,464
chr4:61,000,000-62,000,000	294	51650	294	51650	294	51650	294	51650	294	51650	294	51650	1,764	309,900
chr4:62,000,000-63,000,000	275	36604	275	36604	275	36604	275	36604	275	36604	275	36604	1,650	219,624
chr4:63,000,000-64,000,000	303	55762	303	55762	303	55762	303	55762	303	55762	303	55762	1,818	334,572
chr4:64,000,000-65,000,000	269	41728	269	41728	269	41728	269	41728	269	41728	269	41728	1,614	250,368
chr4:65,000,000-66,000,000	245	53244	245	53244	245	53244	245	53244	245	53244	245	53244	1,470	319,464
chr4:66,000,000-67,000,000	275	37191	275	37191	275	37191	275	37191	275	37191	275	37191	1,650	223,146
chr4:67,000,000-68,000,000	334	50854	334	50854	334	50854	334	50854	334	50854	334	50854	2,004	305,124
chr4:68,000,000-69,000,000	622	79132	622	79132	622	79132	622	79132	622	79132	622	79132	3,732	474,792
chr4:69,000,000-70,000,000	890	119117	890	119117	890	119117	890	119117	890	119117	890	119117	5,340	714,702
chr4:70,000,000-71,000,000	383	48141	383	48141	383	48141	383	48141	383	48141	383	48141	2,298	288,846
chr4:71,000,000-72,000,000	353	57262	353	57262	353	57262	353	57262	353	57262	353	57262	2,118	343,572
chr4:72,000,000-73,000,000	408	62758	408	62758	408	62758	408	62758	408	62758	408	62758	2,448	376,548
chr4:73,000,000-74,000,000	306	35935	306	35935	306	35935	306	35935	306	35935	306	35935	1,836	215,610
chr4:74,000,000-75,000,000	257	30498	257	30498	257	30498	257	30498	257	30498	257	30498	1,542	182,988
chr4:75,000,000-76,000,000	470	62409	470	62409	470	62409	470	62409	470	62409	470	62409	2,820	374,454
chr4:76,000,000-77,000,000	296	23054	296	23054	296	23054	296	23054	296	23054	296	23054	1,776	138,324
chr4:77,000,000-78,000,000	342	46627	342	46627	342	46627	342	46627	342	46627	342	46627	2,052	279,762
chr4:78,000,000-79,000,000	304	65378	304	65378	304	65378	304	65378	304	65378	304	65378	1,824	392,268
chr4:79,000,000-80,000,000	216	49880	216	49880	216	49880	216	49880	216	49880	216	49880	1,296	299,280
chr4:80,000,000-81,000,000	250	36895	250	36895	250	36895	250	36895	250	36895	250	36895	1,500	221,370
chr4:81,000,000-82,000,000	269	35989	269	35989	269	35989	269	35989	269	35989	269	35989	1,614	215,934
chr4:82,000,000-83,000,000	435	41725	435	41725	435	41725	435	41725	435	41725	435	41725	2,610	250,350
chr4:83,000,000-84,000,000	374	38073	374	38073	374	38073	374	38073	374	38073	374	38073	2,244	228,438
chr4:84,000,000-85,000,000	263	42461	263	42461	263	42461	263	42461	263	42461	263	42461	1,578	254,766
chr4:85,000,000-86,000,000	324	36921	324	36921	324	36921	324	36921	324	36921	324	36921	1,944	221,526
chr4:86,000,000-87,000,000	381	59579	381	59579	381	59579	381	59579	381	59579	381	59579	2,286	357,474
chr4:87,000,000-88,000,000	356	49901	356	49901	356	49901	356	49901	356	49901	356	49901	2,136	299,406
chr4:88,000,000-89,000,000	303	29863	303	29863	303	29863	303	29863	303	29863	303	29863	1,818	179,178
chr4:89,000,000-90,000,000	245	27234	245	27234	245	27234	245	27234	245	27234	245	27234	1,470	163,404
chr4:90,000,000-91,000,000	266	46312	266	46312	266	46312	266	46312	266	46312	266	46312	1,596	277,872
chr4:91,000,000-92,000,000	390	66227	390	66227	390	66227	390	66227	390	66227	390	66227	2,340	397,362
chr4:92,000,000-93,000,000	289	40590	289	40590	289	40590	289	40590	289	40590	289	40590	1,734	243,540
chr4:93,000,000-94,000,000	244	45632	244	45632	244	45632	244	45632	244	45632	244	45632	1,464	273,792
chr4:94,000,000-95,000,000	314	50719	314	50719	314	50719	314	50719	314	50719	314	50719	1,884	304,314
chr4:95,000,000-96,000,000	245	43429	245	43429	245	43429	245	43429	245	43429	245	43429	1,470	260,574
chr4:96,000,000-97,000,000	228	35476	228	35476	228	35476	228	35476	228	35476	228	35476	1,368	212,856
chr4:97,000,000-98,000,000	387	60924	387	60924	387	60924	387	60924	387	60924	387	60924	2,322	365,544
chr4:98,000,000-99,000,000	329	43224	329	43224	329	43224	329	43224	329	43224	329	43224	1,974	259,344
chr4:99,000,000-100,000,000	393	46959	393	46959	393	46959	393	46959	393	46959	393	46959	2,358	281,754
chr4:100,000,000-101,000,000	272	36074	272	36074	272	36074	272	36074	272	36074	272	36074	1,632	216,444
chr4:101,000,000-102,000,000	307	31144	307	31144	307	31144	307	31144	307	31144	307	31144	1,842	186,864
chr4:102,000,000-103,000,000	524	85405	524	85405	524	85405	524	85405	524	85405	524	85405	3,144	512,430
chr4:103,000,000-104,000,000	437	68924	437	68924	437	68924	437	68924	437	68924	437	68924	2,622	413,544
chr4:104,000,000-105,000,000	261	49022	261	49022	261	49022	261	49022	261	49022	261	49022	1,566	294,132
chr4:105,000,000-106,000,000	338	44137	338	44137	338	44137	338	44137	338	44137	338	44137	2,028	264,822
chr4:106,000,000-107,000,000	338	62323	338	62323	338	62323	338	62323	338	62323	338	62323	2,028	373,938
chr4:107,000,000-108,000,000	255	31250	255	31250	255	31250	255	31250	255	31250	255	31250	1,530	187,500
chr4:108,000,000-109,000,000	301	31010	301	31010	301	31010	301	31010	301	31010	301	31010	1,806	186,060
chr4:109,000,000-110,000,000	363	36739	363	36739	363	36739	363	36739	363	36739	363	36739	2,178	220,434
chr4:110,000,000-111,000,000	357	54363	357	54363	357	54363	357	54363	357	54363	357	54363	2,142	326,178
chr4:111,000,000-112,000,000	322	61516	322	61516	322	61516	322	61516	322	61516	322	61516	1,932	369,096
chr4:112,000,000-113,000,000	355	40817	355	40817	355	40817	355	40817	355	40817	355	40817	2,130	244,902
chr4:113,000,000-114,000,000	200	29817	200	29817	200	29817	200	29817	200	29817	200	29817	1,200	178,902
chr4:114,000,000-115,000,000	254	22536	254	22536	254	22536	254	22536	254	22536	254	22536	1,524	135,216
chr4:115,000,000-116,000,000	310	31906	310	31906	310	31906	310	31906	310	31906	310	31906	1,860	191,436
chr4:116,000,000-117,000,000	231	34376	231	34376	231	34376	231	34376	231	34376	231	34376	1,386	206,256
chr4:117,000,000-118,000,000	248	45007	248	45007	248	45007	248	45007	248	45007	248	45007	1,488	270,042
chr4:118,000,000-119,000,000	440	216827	440	216827	440	216827	440	216827	440	216827	440	216827	2,640	1,300,962
chr4:119,000,000-120,000,000	405	177520	405	177520	405	177520	405	177520	405	177520	405	177520	2,430	1,065,120
chr4:120,000,000-121,000,000	299	40874	299	40874	299	40874	299	40874	299	40874	299	40874	1,794	245,244
chr4:121,000,000-122,000,000	278	21268	278	21268	278	21268	278	21268	278	21268	278	21268	1,668	127,608
chr4:122,000,000-123,000,000	287	49246	287	49246	287	49246	287	49246	287	49246	287	49246	1,722	295,476
chr4:123,000,000-124,000,000	323	33897	323	33897	323	33897	323	33897	323	33897	323	33897	1,938	203,382
chr4:124,000,000-125,000,000	264	40308	264	40308	264	40308	264	40308	264	40308	264	40308	1,584	241,848
chr4:125,000,000-126,000,000	224	25890	224	25890	224	25890	224	25890	224	25890	224	25890	1,344	155,340
chr4:126,000,000-127,000,000	298	41625	298	41625	298	41625	298	41625	298	41625	298	41625	1,788	249,750
chr4:127,000,000-128,000,000	343	66460	343	66460	343	66460	343	66460	343	66460	343	66460	2,058	398,760
chr4:128,000,000-129,000,000	370	36688	370	36688	370	36688	370	36688	370	36688	370	36688	2,220	220,128
chr4:129,000,000-130,000,000	276	45615	276	45615	276	45615	276	45615	276	45615	276	45615	1,656	273,690
chr4:130,000,000-131,000,000	292	30191	292	30191	292	30191	292	30191	292	30191	292	30191	1,752	181,146
chr4:131,000,000-132,000,000	665	267572	665	267572	665	267572	665	267572	665	267572	665	267572	3,990	1,605,432
chr4:132,000,000-133,000,000	245	37788	245	37788	245	37788	245	37788	245	37788	245	37788	1,470	226,728
chr4:133,000,000-134,000,000	217	24873	217	24873	217	24873	217	24873	217	24873	217	24873	1,302	149,238
chr4:134,000,000-135,000,000	304	37948	304	37948	304	37948	304	37948	304	37948	304	37948	1,824	227,688
chr4:135,000,000-136,000,000	280	41515	280	41515	280	41515	280	41515	280	41515	280	41515	1,680	249,090
chr4:136,000,000-137,000,000	199	19394	199	19394	199	19394	199	19394	199	19394	199	19394	1,194	116,364
chr4:137,000,000-138,000,000	227	28675	227	28675	227	28675	227	28675	227	28675	227	28675	1,362	172,050
chr4:138,000,000-139,000,000	287	34095	287	34095	287	34095	287	34095	287	34095	287	34095	1,722	204,570
chr4:139,000,000-140,000,000	379	25207	379	25207	379	25207	379	25207	379	25207	379	25207	2,274	151,242
chr4:140,000,000-141,000,000	273	48125	273	48125	273	48125	273	48125	273	48125	273	48125	1,638	288,750
chr4:141,000,000-142,000,000	302	45866	302	45866	302	45866	302	45866	302	45866	302	45866	1,812	275,196
chr4:142,000,000-143,000,000	255	40754	255	40754	255	40754	255	40754	255	40754	255	40754	1,530	244,524
chr4:143,000,000-144,000,000	663	167552	663	167552	663	167552	663	167552	663	167552	663	167552	3,978	1,005,312
chr4:144,000,000-145,000,000	567	129279	567	129279	567	129279	567	129279	567	129279	567	129279	3,402	775,674
chr4:145,000,000-146,000,000	406	49842	406	49842	406	49842	406	49842	406	49842	406	49842	2,436	299,052
chr4:146,000,000-147,000,000	282	66876	282	66876	282	66876	282	66876	282	66876	282	66876	1,692	401,256
chr4:147,000,000-148,000,000	318	35659	318	35659	318	35659	318	35659	318	35659	318	35659	1,908	213,954
chr4:148,000,000-149,000,000	261	31835	261	31835	261	31835	261	31835	261	31835	261	31835	1,566	191,010
chr4:149,000,000-150,000,000	298	52723	298	52723	298	52723	298	52723	298	52723	298	52723	1,788	316,338
chr4:150,000,000-151,000,000	266	28894	266	28894	266	28894	266	28894	266	28894	266	28894	1,596	173,364
