	0kb_ELR_min_size		1kb_ELR_min_size		2kb_ELR_min_size		3kb_ELR_min_size		4kb_ELR_min_size		5kb_ELR_min_size		TOTAL	
chr4:24,000,000-25,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:25,000,000-26,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:26,000,000-27,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:27,000,000-28,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:28,000,000-29,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:29,000,000-30,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:30,000,000-31,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:31,000,000-32,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:32,000,000-33,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:33,000,000-34,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:34,000,000-35,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:35,000,000-36,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:36,000,000-37,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:37,000,000-38,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:38,000,000-39,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:39,000,000-40,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:40,000,000-41,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:41,000,000-42,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:42,000,000-43,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:43,000,000-44,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:44,000,000-45,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:45,000,000-46,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:46,000,000-47,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:47,000,000-48,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:48,000,000-49,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:49,000,000-50,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:50,000,000-51,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:51,000,000-52,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:52,000,000-53,000,000	1	683800	1	683800	1	683800	1	683800	1	683800	1	683800	6	4,102,800
chr4:59,000,000-60,000,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr4:68,000,000-69,000,000	1	10000	1	10000	1	10000	1	10000	1	10000	1	10000	6	60,000
chr4:70,000,000-71,000,000	1	3300	1	3300	1	3300	1	3300	1	3300	1	3300	6	19,800
chr4:75,000,000-76,000,000	1	24900	1	24900	1	24900	1	24900	1	24900	1	24900	6	149,400
chr4:76,000,000-77,000,000	1	2000	1	2000	1	2000	1	2000	1	2000	1	2000	6	12,000
chr4:80,000,000-81,000,000	1	3100	1	3100	1	3100	1	3100	1	3100	1	3100	6	18,600
chr4:88,000,000-89,000,000	1	185624	1	185624	1	185624	1	185624	1	185624	1	185624	6	1,113,744
chr4:114,000,000-115,000,000	1	2500	1	2500	1	2500	1	2500	1	2500	1	2500	6	15,000
chr4:120,000,000-121,000,000	1	64300	1	64300	1	64300	1	64300	1	64300	1	64300	6	385,800
chr4:145,000,000-146,000,000	1	183515	1	183515	1	183515	1	183515	1	183515	1	183515	6	1,101,090
chr4:153,000,000-154,000,000	1	3200	1	3200	1	3200	1	3200	1	3200	1	3200	6	19,200
chr4:167,000,000-168,000,000	1	26900	1	26900	1	26900	1	26900	1	26900	1	26900	6	161,400
chr4:190,000,000-191,000,000	5	478200	5	478200	5	478200	5	478200	5	478200	5	478200	30	2,869,200
chr4:191,000,000-191,154,276	1	154276	1	154276	1	154276	1	154276	1	154276	1	154276	6	925,656
chr5:0-1,000,000	2	107400	2	107400	2	107400	2	107400	2	107400	2	107400	12	644,400
chr5:1,000,000-2,000,000	1	8200	1	8200	1	8200	1	8200	1	8200	1	8200	6	49,200
chr5:2,000,000-3,000,000	2	4700	2	4700	2	4700	2	4700	2	4700	2	4700	12	28,200
chr5:3,000,000-4,000,000	1	3000	1	3000	1	3000	1	3000	1	3000	1	3000	6	18,000
chr5:6,000,000-7,000,000	1	4300	1	4300	1	4300	1	4300	1	4300	1	4300	6	25,800
chr5:14,000,000-15,000,000	1	19900	1	19900	1	19900	1	19900	1	19900	1	19900	6	119,400
chr5:16,000,000-17,000,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr5:17,000,000-18,000,000	1	395605	1	395605	1	395605	1	395605	1	395605	1	395605	6	2,373,630
chr5:21,000,000-22,000,000	1	122500	1	122500	1	122500	1	122500	1	122500	1	122500	6	735,000
chr5:25,000,000-26,000,000	1	24200	1	24200	1	24200	1	24200	1	24200	1	24200	6	145,200
chr5:32,000,000-33,000,000	1	22100	1	22100	1	22100	1	22100	1	22100	1	22100	6	132,600
chr5:34,000,000-35,000,000	1	256531	1	256531	1	256531	1	256531	1	256531	1	256531	6	1,539,186
chr5:45,000,000-46,000,000	2	73800	2	73800	2	73800	2	73800	2	73800	2	73800	12	442,800
chr5:46,000,000-47,000,000	3	760800	3	760800	3	760800	3	760800	3	760800	3	760800	18	4,564,800
chr5:47,000,000-48,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr5:48,000,000-49,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr5:49,000,000-50,000,000	1	594200	1	594200	1	594200	1	594200	1	594200	1	594200	6	3,565,200
chr5:60,000,000-61,000,000	1	2800	1	2800	1	2800	1	2800	1	2800	1	2800	6	16,800
chr5:68,000,000-69,000,000	1	255837	1	255837	1	255837	1	255837	1	255837	1	255837	6	1,535,022
chr5:69,000,000-70,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr5:70,000,000-71,000,000	1	669400	1	669400	1	669400	1	669400	1	669400	1	669400	6	4,016,400
chr5:71,000,000-72,000,000	1	4000	1	4000	1	4000	1	4000	1	4000	1	4000	6	24,000
chr5:73,000,000-74,000,000	1	18700	1	18700	1	18700	1	18700	1	18700	1	18700	6	112,200
chr5:74,000,000-75,000,000	1	8300	1	8300	1	8300	1	8300	1	8300	1	8300	6	49,800
chr5:79,000,000-80,000,000	1	4100	1	4100	1	4100	1	4100	1	4100	1	4100	6	24,600
chr5:80,000,000-81,000,000	1	27000	1	27000	1	27000	1	27000	1	27000	1	27000	6	162,000
chr5:84,000,000-85,000,000	1	22200	1	22200	1	22200	1	22200	1	22200	1	22200	6	133,200
chr5:90,000,000-91,000,000	1	13800	1	13800	1	13800	1	13800	1	13800	1	13800	6	82,800
chr5:91,000,000-92,000,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr5:93,000,000-94,000,000	2	3800	2	3800	2	3800	2	3800	2	3800	2	3800	12	22,800
chr5:99,000,000-100,000,000	1	45600	1	45600	1	45600	1	45600	1	45600	1	45600	6	273,600
chr5:113,000,000-114,000,000	1	19900	1	19900	1	19900	1	19900	1	19900	1	19900	6	119,400
chr5:126,000,000-127,000,000	1	22300	1	22300	1	22300	1	22300	1	22300	1	22300	6	133,800
chr5:130,000,000-131,000,000	1	2100	1	2100	1	2100	1	2100	1	2100	1	2100	6	12,600
chr5:134,000,000-135,000,000	1	6900	1	6900	1	6900	1	6900	1	6900	1	6900	6	41,400
chr5:136,000,000-137,000,000	1	50800	1	50800	1	50800	1	50800	1	50800	1	50800	6	304,800
chr5:137,000,000-138,000,000	1	5500	1	5500	1	5500	1	5500	1	5500	1	5500	6	33,000
chr5:138,000,000-139,000,000	2	56400	2	56400	2	56400	2	56400	2	56400	2	56400	12	338,400
chr5:142,000,000-143,000,000	1	12800	1	12800	1	12800	1	12800	1	12800	1	12800	6	76,800
chr5:143,000,000-144,000,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr5:155,000,000-156,000,000	1	50400	1	50400	1	50400	1	50400	1	50400	1	50400	6	302,400
chr5:156,000,000-157,000,000	1	7900	1	7900	1	7900	1	7900	1	7900	1	7900	6	47,400
chr5:157,000,000-158,000,000	1	146796	1	146796	1	146796	1	146796	1	146796	1	146796	6	880,776
chr5:170,000,000-171,000,000	1	6300	1	6300	1	6300	1	6300	1	6300	1	6300	6	37,800
chr5:173,000,000-174,000,000	1	3900	1	3900	1	3900	1	3900	1	3900	1	3900	6	23,400
chr5:174,000,000-175,000,000	1	25000	1	25000	1	25000	1	25000	1	25000	1	25000	6	150,000
chr5:175,000,000-176,000,000	1	213800	1	213800	1	213800	1	213800	1	213800	1	213800	6	1,282,800
chr5:176,000,000-177,000,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr5:177,000,000-178,000,000	2	319100	2	319100	2	319100	2	319100	2	319100	2	319100	12	1,914,600
chr5:178,000,000-179,000,000	1	2000	1	2000	1	2000	1	2000	1	2000	1	2000	6	12,000
chr5:180,000,000-180,915,260	1	315560	1	315560	1	315560	1	315560	1	315560	1	315560	6	1,893,360
chr6:0-1,000,000	4	303400	4	303400	4	303400	4	303400	4	303400	4	303400	24	1,820,400
chr6:1,000,000-2,000,000	1	6100	1	6100	1	6100	1	6100	1	6100	1	6100	6	36,600
chr6:2,000,000-3,000,000	1	2400	1	2400	1	2400	1	2400	1	2400	1	2400	6	14,400
chr6:4,000,000-5,000,000	1	30600	1	30600	1	30600	1	30600	1	30600	1	30600	6	183,600
chr6:5,000,000-6,000,000	1	6100	1	6100	1	6100	1	6100	1	6100	1	6100	6	36,600
chr6:6,000,000-7,000,000	2	8200	2	8200	2	8200	2	8200	2	8200	2	8200	12	49,200
chr6:8,000,000-9,000,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr6:9,000,000-10,000,000	1	5600	1	5600	1	5600	1	5600	1	5600	1	5600	6	33,600
chr6:10,000,000-11,000,000	1	3300	1	3300	1	3300	1	3300	1	3300	1	3300	6	19,800
chr6:14,000,000-15,000,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr6:15,000,000-16,000,000	1	1400	1	1400	1	1400	1	1400	1	1400	1	1400	6	8,400
chr6:20,000,000-21,000,000	2	17400	2	17400	2	17400	2	17400	2	17400	2	17400	12	104,400
chr6:22,000,000-23,000,000	1	14700	1	14700	1	14700	1	14700	1	14700	1	14700	6	88,200
chr6:23,000,000-24,000,000	1	3000	1	3000	1	3000	1	3000	1	3000	1	3000	6	18,000
chr6:26,000,000-27,000,000	2	236800	2	236800	2	236800	2	236800	2	236800	2	236800	12	1,420,800
chr6:28,000,000-29,000,000	1	522104	1	522104	1	522104	1	522104	1	522104	1	522104	6	3,132,624
chr6:29,000,000-30,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr6:30,000,000-31,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr6:31,000,000-32,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr6:32,000,000-33,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr6:33,000,000-34,000,000	2	454029	2	454029	2	454029	2	454029	2	454029	2	454029	12	2,724,174
chr6:34,000,000-35,000,000	1	3300	1	3300	1	3300	1	3300	1	3300	1	3300	6	19,800
chr6:37,000,000-38,000,000	1	21300	1	21300	1	21300	1	21300	1	21300	1	21300	6	127,800
chr6:38,000,000-39,000,000	1	27600	1	27600	1	27600	1	27600	1	27600	1	27600	6	165,600
chr6:44,000,000-45,000,000	2	38600	2	38600	2	38600	2	38600	2	38600	2	38600	12	231,600
chr6:45,000,000-46,000,000	3	50700	3	50700	3	50700	3	50700	3	50700	3	50700	18	304,200
chr6:47,000,000-48,000,000	1	141605	1	141605	1	141605	1	141605	1	141605	1	141605	6	849,630
chr6:48,000,000-49,000,000	2	11000	2	11000	2	11000	2	11000	2	11000	2	11000	12	66,000
chr6:49,000,000-50,000,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr6:50,000,000-51,000,000	1	900	1	900	1	900	1	900	1	900	1	900	6	5,400
chr6:51,000,000-52,000,000	2	9200	2	9200	2	9200	2	9200	2	9200	2	9200	12	55,200
chr6:54,000,000-55,000,000	3	16300	3	16300	3	16300	3	16300	3	16300	3	16300	18	97,800
chr6:56,000,000-57,000,000	2	4000	2	4000	2	4000	2	4000	2	4000	2	4000	12	24,000
chr6:57,000,000-58,000,000	2	477500	2	477500	2	477500	2	477500	2	477500	2	477500	12	2,865,000
chr6:58,000,000-59,000,000	2	546156	2	546156	2	546156	2	546156	2	546156	2	546156	12	3,276,936
chr6:59,000,000-60,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr6:60,000,000-61,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr6:61,000,000-62,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr6:62,000,000-63,000,000	4	204189	4	204189	4	204189	4	204189	4	204189	4	204189	24	1,225,134
chr6:63,000,000-64,000,000	1	33400	1	33400	1	33400	1	33400	1	33400	1	33400	6	200,400
chr6:65,000,000-66,000,000	1	1600	1	1600	1	1600	1	1600	1	1600	1	1600	6	9,600
chr6:70,000,000-71,000,000	1	38100	1	38100	1	38100	1	38100	1	38100	1	38100	6	228,600
chr6:71,000,000-72,000,000	2	64600	2	64600	2	64600	2	64600	2	64600	2	64600	12	387,600
chr6:72,000,000-73,000,000	2	3800	2	3800	2	3800	2	3800	2	3800	2	3800	12	22,800
chr6:73,000,000-74,000,000	1	24200	1	24200	1	24200	1	24200	1	24200	1	24200	6	145,200
chr6:74,000,000-75,000,000	2	33900	2	33900	2	33900	2	33900	2	33900	2	33900	12	203,400
chr6:77,000,000-78,000,000	3	63600	3	63600	3	63600	3	63600	3	63600	3	63600	18	381,600
chr6:78,000,000-79,000,000	2	30800	2	30800	2	30800	2	30800	2	30800	2	30800	12	184,800
chr6:79,000,000-80,000,000	1	5900	1	5900	1	5900	1	5900	1	5900	1	5900	6	35,400
chr6:80,000,000-81,000,000	2	117309	2	117309	2	117309	2	117309	2	117309	2	117309	12	703,854
chr6:81,000,000-82,000,000	1	14200	1	14200	1	14200	1	14200	1	14200	1	14200	6	85,200
chr6:83,000,000-84,000,000	1	18300	1	18300	1	18300	1	18300	1	18300	1	18300	6	109,800
chr6:86,000,000-87,000,000	1	42000	1	42000	1	42000	1	42000	1	42000	1	42000	6	252,000
chr6:87,000,000-88,000,000	1	84800	1	84800	1	84800	1	84800	1	84800	1	84800	6	508,800
chr6:89,000,000-90,000,000	1	31100	1	31100	1	31100	1	31100	1	31100	1	31100	6	186,600
chr6:90,000,000-91,000,000	1	5300	1	5300	1	5300	1	5300	1	5300	1	5300	6	31,800
chr6:91,000,000-92,000,000	1	26000	1	26000	1	26000	1	26000	1	26000	1	26000	6	156,000
chr6:94,000,000-95,000,000	1	5700	1	5700	1	5700	1	5700	1	5700	1	5700	6	34,200
chr6:95,000,000-96,000,000	2	173400	2	173400	2	173400	2	173400	2	173400	2	173400	12	1,040,400
chr6:96,000,000-97,000,000	1	3100	1	3100	1	3100	1	3100	1	3100	1	3100	6	18,600
chr6:97,000,000-98,000,000	2	10900	2	10900	2	10900	2	10900	2	10900	2	10900	12	65,400
chr6:99,000,000-100,000,000	2	6800	2	6800	2	6800	2	6800	2	6800	2	6800	12	40,800
chr6:100,000,000-101,000,000	1	15000	1	15000	1	15000	1	15000	1	15000	1	15000	6	90,000
chr6:101,000,000-102,000,000	2	35400	2	35400	2	35400	2	35400	2	35400	2	35400	12	212,400
chr6:102,000,000-103,000,000	2	7600	2	7600	2	7600	2	7600	2	7600	2	7600	12	45,600
chr6:103,000,000-104,000,000	1	6000	1	6000	1	6000	1	6000	1	6000	1	6000	6	36,000
chr6:104,000,000-105,000,000	1	6100	1	6100	1	6100	1	6100	1	6100	1	6100	6	36,600
chr6:105,000,000-106,000,000	1	25100	1	25100	1	25100	1	25100	1	25100	1	25100	6	150,600
chr6:107,000,000-108,000,000	2	162855	2	162855	2	162855	2	162855	2	162855	2	162855	12	977,130
chr6:109,000,000-110,000,000	2	22000	2	22000	2	22000	2	22000	2	22000	2	22000	12	132,000
chr6:112,000,000-113,000,000	2	25100	2	25100	2	25100	2	25100	2	25100	2	25100	12	150,600
chr6:114,000,000-115,000,000	1	2700	1	2700	1	2700	1	2700	1	2700	1	2700	6	16,200
chr6:115,000,000-116,000,000	3	11400	3	11400	3	11400	3	11400	3	11400	3	11400	18	68,400
chr6:116,000,000-117,000,000	1	5200	1	5200	1	5200	1	5200	1	5200	1	5200	6	31,200
chr6:117,000,000-118,000,000	2	25300	2	25300	2	25300	2	25300	2	25300	2	25300	12	151,800
chr6:119,000,000-120,000,000	1	2000	1	2000	1	2000	1	2000	1	2000	1	2000	6	12,000
chr6:121,000,000-122,000,000	2	7200	2	7200	2	7200	2	7200	2	7200	2	7200	12	43,200
chr6:123,000,000-124,000,000	1	5700	1	5700	1	5700	1	5700	1	5700	1	5700	6	34,200
chr6:125,000,000-126,000,000	2	30700	2	30700	2	30700	2	30700	2	30700	2	30700	12	184,200
chr6:129,000,000-130,000,000	1	17900	1	17900	1	17900	1	17900	1	17900	1	17900	6	107,400
chr6:131,000,000-132,000,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr6:132,000,000-133,000,000	2	19600	2	19600	2	19600	2	19600	2	19600	2	19600	12	117,600
chr6:133,000,000-134,000,000	2	8000	2	8000	2	8000	2	8000	2	8000	2	8000	12	48,000
chr6:136,000,000-137,000,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr6:138,000,000-139,000,000	1	16200	1	16200	1	16200	1	16200	1	16200	1	16200	6	97,200
chr6:142,000,000-143,000,000	1	12700	1	12700	1	12700	1	12700	1	12700	1	12700	6	76,200
chr6:144,000,000-145,000,000	1	5200	1	5200	1	5200	1	5200	1	5200	1	5200	6	31,200
chr6:145,000,000-146,000,000	3	19300	3	19300	3	19300	3	19300	3	19300	3	19300	18	115,800
chr6:146,000,000-147,000,000	2	29800	2	29800	2	29800	2	29800	2	29800	2	29800	12	178,800
chr6:148,000,000-149,000,000	2	6200	2	6200	2	6200	2	6200	2	6200	2	6200	12	37,200
chr6:150,000,000-151,000,000	1	15400	1	15400	1	15400	1	15400	1	15400	1	15400	6	92,400
chr6:156,000,000-157,000,000	4	15500	4	15500	4	15500	4	15500	4	15500	4	15500	24	93,000
chr6:157,000,000-158,000,000	3	121639	3	121639	3	121639	3	121639	3	121639	3	121639	18	729,834
chr6:160,000,000-161,000,000	2	121985	2	121985	2	121985	2	121985	2	121985	2	121985	12	731,910
chr6:161,000,000-162,000,000	1	71066	1	71066	1	71066	1	71066	1	71066	1	71066	6	426,396
chr6:165,000,000-166,000,000	2	8800	2	8800	2	8800	2	8800	2	8800	2	8800	12	52,800
chr6:166,000,000-167,000,000	1	14300	1	14300	1	14300	1	14300	1	14300	1	14300	6	85,800
chr6:167,000,000-168,000,000	4	148706	4	148706	4	148706	4	148706	4	148706	4	148706	24	892,236
chr6:168,000,000-169,000,000	3	47773	3	47773	3	47773	3	47773	3	47773	3	47773	18	286,638
chr6:169,000,000-170,000,000	2	9100	2	9100	2	9100	2	9100	2	9100	2	9100	12	54,600
chr6:170,000,000-171,000,000	7	201700	7	201700	7	201700	7	201700	7	201700	7	201700	42	1,210,200
chr6:171,000,000-171,115,067	1	115067	1	115067	1	115067	1	115067	1	115067	1	115067	6	690,402
chr7:0-1,000,000	2	99700	2	99700	2	99700	2	99700	2	99700	2	99700	12	598,200
chr7:1,000,000-2,000,000	1	2200	1	2200	1	2200	1	2200	1	2200	1	2200	6	13,200
chr7:45,000,000-46,000,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr7:50,000,000-51,000,000	1	40000	1	40000	1	40000	1	40000	1	40000	1	40000	6	240,000
chr7:56,000,000-57,000,000	1	10500	1	10500	1	10500	1	10500	1	10500	1	10500	6	63,000
chr7:57,000,000-58,000,000	3	313400	3	313400	3	313400	3	313400	3	313400	3	313400	18	1,880,400
chr7:58,000,000-59,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr7:59,000,000-60,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr7:60,000,000-61,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr7:61,000,000-62,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr7:62,000,000-63,000,000	2	122700	2	122700	2	122700	2	122700	2	122700	2	122700	12	736,200
chr7:64,000,000-65,000,000	1	70400	1	70400	1	70400	1	70400	1	70400	1	70400	6	422,400
chr7:65,000,000-66,000,000	1	63200	1	63200	1	63200	1	63200	1	63200	1	63200	6	379,200
chr7:74,000,000-75,000,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr7:76,000,000-77,000,000	1	221770	1	221770	1	221770	1	221770	1	221770	1	221770	6	1,330,620
chr7:84,000,000-85,000,000	1	6200	1	6200	1	6200	1	6200	1	6200	1	6200	6	37,200
chr7:99,000,000-100,000,000	1	123578	1	123578	1	123578	1	123578	1	123578	1	123578	6	741,468
chr7:100,000,000-101,000,000	1	616695	1	616695	1	616695	1	616695	1	616695	1	616695	6	3,700,170
chr7:101,000,000-102,000,000	1	18100	1	18100	1	18100	1	18100	1	18100	1	18100	6	108,600
chr7:102,000,000-103,000,000	2	413064	2	413064	2	413064	2	413064	2	413064	2	413064	12	2,478,384
chr7:121,000,000-122,000,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr7:130,000,000-131,000,000	1	100000	1	100000	1	100000	1	100000	1	100000	1	100000	6	600,000
chr7:139,000,000-140,000,000	2	168569	2	168569	2	168569	2	168569	2	168569	2	168569	12	1,011,414
chr7:140,000,000-141,000,000	1	22400	1	22400	1	22400	1	22400	1	22400	1	22400	6	134,400
chr7:142,000,000-143,000,000	3	103300	3	103300	3	103300	3	103300	3	103300	3	103300	18	619,800
chr7:143,000,000-144,000,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr7:145,000,000-146,000,000	1	41700	1	41700	1	41700	1	41700	1	41700	1	41700	6	250,200
chr7:149,000,000-150,000,000	1	126361	1	126361	1	126361	1	126361	1	126361	1	126361	6	758,166
chr7:152,000,000-153,000,000	1	59800	1	59800	1	59800	1	59800	1	59800	1	59800	6	358,800
chr7:154,000,000-155,000,000	1	100000	1	100000	1	100000	1	100000	1	100000	1	100000	6	600,000
chr7:157,000,000-158,000,000	1	21000	1	21000	1	21000	1	21000	1	21000	1	21000	6	126,000
chr7:158,000,000-159,000,000	2	26600	2	26600	2	26600	2	26600	2	26600	2	26600	12	159,600
chr7:159,000,000-159,138,663	1	10000	1	10000	1	10000	1	10000	1	10000	1	10000	6	60,000
chr8:0-1,000,000	1	185300	1	185300	1	185300	1	185300	1	185300	1	185300	6	1,111,800
chr8:1,000,000-2,000,000	1	279938	1	279938	1	279938	1	279938	1	279938	1	279938	6	1,679,628
chr8:6,000,000-7,000,000	1	537749	1	537749	1	537749	1	537749	1	537749	1	537749	6	3,226,494
chr8:7,000,000-8,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:8,000,000-9,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:9,000,000-10,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:10,000,000-11,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:11,000,000-12,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:12,000,000-13,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:13,000,000-14,000,000	2	31714	2	31714	2	31714	2	31714	2	31714	2	31714	12	190,284
chr8:43,000,000-44,000,000	2	267500	2	267500	2	267500	2	267500	2	267500	2	267500	12	1,605,000
chr8:44,000,000-45,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:45,000,000-46,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:46,000,000-47,000,000	2	921100	2	921100	2	921100	2	921100	2	921100	2	921100	12	5,526,600
chr8:47,000,000-48,000,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr8:48,000,000-49,000,000	2	7000	2	7000	2	7000	2	7000	2	7000	2	7000	12	42,000
chr8:51,000,000-52,000,000	1	3100	1	3100	1	3100	1	3100	1	3100	1	3100	6	18,600
chr8:52,000,000-53,000,000	1	8000	1	8000	1	8000	1	8000	1	8000	1	8000	6	48,000
chr8:56,000,000-57,000,000	1	32796	1	32796	1	32796	1	32796	1	32796	1	32796	6	196,776
chr8:57,000,000-58,000,000	1	191069	1	191069	1	191069	1	191069	1	191069	1	191069	6	1,146,414
chr8:58,000,000-59,000,000	1	11300	1	11300	1	11300	1	11300	1	11300	1	11300	6	67,800
chr8:59,000,000-60,000,000	1	5400	1	5400	1	5400	1	5400	1	5400	1	5400	6	32,400
chr8:60,000,000-61,000,000	1	18200	1	18200	1	18200	1	18200	1	18200	1	18200	6	109,200
chr8:70,000,000-71,000,000	1	2900	1	2900	1	2900	1	2900	1	2900	1	2900	6	17,400
chr8:82,000,000-83,000,000	1	10500	1	10500	1	10500	1	10500	1	10500	1	10500	6	63,000
chr8:86,000,000-87,000,000	1	450411	1	450411	1	450411	1	450411	1	450411	1	450411	6	2,702,466
chr8:100,000,000-101,000,000	1	8100	1	8100	1	8100	1	8100	1	8100	1	8100	6	48,600
chr8:104,000,000-105,000,000	1	12300	1	12300	1	12300	1	12300	1	12300	1	12300	6	73,800
chr8:106,000,000-107,000,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr8:127,000,000-128,000,000	1	5700	1	5700	1	5700	1	5700	1	5700	1	5700	6	34,200
