	0kb_ELR_min_size		1kb_ELR_min_size		2kb_ELR_min_size		3kb_ELR_min_size		4kb_ELR_min_size		5kb_ELR_min_size		TOTAL	
chr4:25,250,000-26,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:26,250,000-27,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:27,250,000-28,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:28,250,000-29,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:29,250,000-30,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:30,250,000-31,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:31,250,000-32,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:32,250,000-33,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:33,250,000-34,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:34,250,000-35,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:35,250,000-36,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:36,250,000-37,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:37,250,000-38,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:38,250,000-39,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:39,250,000-40,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:40,250,000-41,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:41,250,000-42,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:42,250,000-43,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:43,250,000-44,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:44,250,000-45,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:45,250,000-46,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:46,250,000-47,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:47,250,000-48,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:48,250,000-49,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:49,250,000-50,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:50,250,000-51,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:51,250,000-52,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:52,250,000-53,250,000	1	433800	1	433800	1	433800	1	433800	1	433800	1	433800	6	2,602,800
chr4:59,250,000-60,250,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr4:68,250,000-69,250,000	1	10000	1	10000	1	10000	1	10000	1	10000	1	10000	6	60,000
chr4:70,250,000-71,250,000	1	3300	1	3300	1	3300	1	3300	1	3300	1	3300	6	19,800
chr4:75,250,000-76,250,000	1	24900	1	24900	1	24900	1	24900	1	24900	1	24900	6	149,400
chr4:76,250,000-77,250,000	1	2000	1	2000	1	2000	1	2000	1	2000	1	2000	6	12,000
chr4:80,250,000-81,250,000	1	3100	1	3100	1	3100	1	3100	1	3100	1	3100	6	18,600
chr4:88,250,000-89,250,000	1	185624	1	185624	1	185624	1	185624	1	185624	1	185624	6	1,113,744
chr4:114,250,000-115,250,000	1	2500	1	2500	1	2500	1	2500	1	2500	1	2500	6	15,000
chr4:119,250,000-120,250,000	1	64300	1	64300	1	64300	1	64300	1	64300	1	64300	6	385,800
chr4:144,250,000-145,250,000	1	183515	1	183515	1	183515	1	183515	1	183515	1	183515	6	1,101,090
chr4:153,250,000-154,250,000	1	3200	1	3200	1	3200	1	3200	1	3200	1	3200	6	19,200
chr4:167,250,000-168,250,000	1	26900	1	26900	1	26900	1	26900	1	26900	1	26900	6	161,400
chr4:189,250,000-190,250,000	2	43400	2	43400	2	43400	2	43400	2	43400	2	43400	12	260,400
chr4:190,250,000-191,154,276	3	589076	3	589076	3	589076	3	589076	3	589076	3	589076	18	3,534,456
chr5:250,000-1,250,000	1	21900	1	21900	1	21900	1	21900	1	21900	1	21900	6	131,400
chr5:1,250,000-2,250,000	2	11200	2	11200	2	11200	2	11200	2	11200	2	11200	12	67,200
chr5:2,250,000-3,250,000	1	1700	1	1700	1	1700	1	1700	1	1700	1	1700	6	10,200
chr5:3,250,000-4,250,000	1	3000	1	3000	1	3000	1	3000	1	3000	1	3000	6	18,000
chr5:6,250,000-7,250,000	1	4300	1	4300	1	4300	1	4300	1	4300	1	4300	6	25,800
chr5:14,250,000-15,250,000	1	19900	1	19900	1	19900	1	19900	1	19900	1	19900	6	119,400
chr5:16,250,000-17,250,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr5:17,250,000-18,250,000	1	395605	1	395605	1	395605	1	395605	1	395605	1	395605	6	2,373,630
chr5:21,250,000-22,250,000	1	122500	1	122500	1	122500	1	122500	1	122500	1	122500	6	735,000
chr5:25,250,000-26,250,000	1	24200	1	24200	1	24200	1	24200	1	24200	1	24200	6	145,200
chr5:32,250,000-33,250,000	1	22100	1	22100	1	22100	1	22100	1	22100	1	22100	6	132,600
chr5:33,250,000-34,250,000	1	170636	1	170636	1	170636	1	170636	1	170636	1	170636	6	1,023,816
chr5:34,250,000-35,250,000	1	85895	1	85895	1	85895	1	85895	1	85895	1	85895	6	515,370
chr5:45,250,000-46,250,000	4	100100	4	100100	4	100100	4	100100	4	100100	4	100100	24	600,600
chr5:46,250,000-47,250,000	1	984500	1	984500	1	984500	1	984500	1	984500	1	984500	6	5,907,000
chr5:47,250,000-48,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr5:48,250,000-49,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr5:49,250,000-50,250,000	1	344200	1	344200	1	344200	1	344200	1	344200	1	344200	6	2,065,200
chr5:59,250,000-60,250,000	1	2800	1	2800	1	2800	1	2800	1	2800	1	2800	6	16,800
chr5:68,250,000-69,250,000	1	505837	1	505837	1	505837	1	505837	1	505837	1	505837	6	3,035,022
chr5:69,250,000-70,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr5:70,250,000-71,250,000	2	423400	2	423400	2	423400	2	423400	2	423400	2	423400	12	2,540,400
chr5:73,250,000-74,250,000	1	27000	1	27000	1	27000	1	27000	1	27000	1	27000	6	162,000
chr5:79,250,000-80,250,000	1	4100	1	4100	1	4100	1	4100	1	4100	1	4100	6	24,600
chr5:80,250,000-81,250,000	1	27000	1	27000	1	27000	1	27000	1	27000	1	27000	6	162,000
chr5:84,250,000-85,250,000	1	22200	1	22200	1	22200	1	22200	1	22200	1	22200	6	133,200
chr5:90,250,000-91,250,000	1	13800	1	13800	1	13800	1	13800	1	13800	1	13800	6	82,800
chr5:91,250,000-92,250,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr5:93,250,000-94,250,000	2	3800	2	3800	2	3800	2	3800	2	3800	2	3800	12	22,800
chr5:99,250,000-100,250,000	1	45600	1	45600	1	45600	1	45600	1	45600	1	45600	6	273,600
chr5:113,250,000-114,250,000	1	19900	1	19900	1	19900	1	19900	1	19900	1	19900	6	119,400
chr5:126,250,000-127,250,000	1	22300	1	22300	1	22300	1	22300	1	22300	1	22300	6	133,800
chr5:129,250,000-130,250,000	1	2100	1	2100	1	2100	1	2100	1	2100	1	2100	6	12,600
chr5:134,250,000-135,250,000	1	6900	1	6900	1	6900	1	6900	1	6900	1	6900	6	41,400
chr5:136,250,000-137,250,000	1	50800	1	50800	1	50800	1	50800	1	50800	1	50800	6	304,800
chr5:137,250,000-138,250,000	1	5500	1	5500	1	5500	1	5500	1	5500	1	5500	6	33,000
chr5:138,250,000-139,250,000	2	56400	2	56400	2	56400	2	56400	2	56400	2	56400	12	338,400
chr5:142,250,000-143,250,000	2	14700	2	14700	2	14700	2	14700	2	14700	2	14700	12	88,200
chr5:154,250,000-155,250,000	1	50400	1	50400	1	50400	1	50400	1	50400	1	50400	6	302,400
chr5:155,250,000-156,250,000	1	7900	1	7900	1	7900	1	7900	1	7900	1	7900	6	47,400
chr5:156,250,000-157,250,000	1	122071	1	122071	1	122071	1	122071	1	122071	1	122071	6	732,426
chr5:157,250,000-158,250,000	1	24725	1	24725	1	24725	1	24725	1	24725	1	24725	6	148,350
chr5:170,250,000-171,250,000	1	6300	1	6300	1	6300	1	6300	1	6300	1	6300	6	37,800
chr5:173,250,000-174,250,000	1	3900	1	3900	1	3900	1	3900	1	3900	1	3900	6	23,400
chr5:174,250,000-175,250,000	1	25000	1	25000	1	25000	1	25000	1	25000	1	25000	6	150,000
chr5:175,250,000-176,250,000	2	215700	2	215700	2	215700	2	215700	2	215700	2	215700	12	1,294,200
chr5:176,250,000-177,250,000	1	188100	1	188100	1	188100	1	188100	1	188100	1	188100	6	1,128,600
chr5:177,250,000-178,250,000	3	133000	3	133000	3	133000	3	133000	3	133000	3	133000	18	798,000
chr5:180,250,000-180,915,260	1	315560	1	315560	1	315560	1	315560	1	315560	1	315560	6	1,893,360
chr6:250,000-1,250,000	3	141300	3	141300	3	141300	3	141300	3	141300	3	141300	18	847,800
chr6:1,250,000-2,250,000	2	8500	2	8500	2	8500	2	8500	2	8500	2	8500	12	51,000
chr6:4,250,000-5,250,000	1	30600	1	30600	1	30600	1	30600	1	30600	1	30600	6	183,600
chr6:5,250,000-6,250,000	3	14300	3	14300	3	14300	3	14300	3	14300	3	14300	18	85,800
chr6:8,250,000-9,250,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr6:9,250,000-10,250,000	1	5600	1	5600	1	5600	1	5600	1	5600	1	5600	6	33,600
chr6:10,250,000-11,250,000	1	3300	1	3300	1	3300	1	3300	1	3300	1	3300	6	19,800
chr6:14,250,000-15,250,000	2	7200	2	7200	2	7200	2	7200	2	7200	2	7200	12	43,200
chr6:19,250,000-20,250,000	1	13200	1	13200	1	13200	1	13200	1	13200	1	13200	6	79,200
chr6:20,250,000-21,250,000	1	4200	1	4200	1	4200	1	4200	1	4200	1	4200	6	25,200
chr6:21,250,000-22,250,000	1	14700	1	14700	1	14700	1	14700	1	14700	1	14700	6	88,200
chr6:22,250,000-23,250,000	1	3000	1	3000	1	3000	1	3000	1	3000	1	3000	6	18,000
chr6:26,250,000-27,250,000	2	236800	2	236800	2	236800	2	236800	2	236800	2	236800	12	1,420,800
chr6:28,250,000-29,250,000	1	772104	1	772104	1	772104	1	772104	1	772104	1	772104	6	4,632,624
chr6:29,250,000-30,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr6:30,250,000-31,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr6:31,250,000-32,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr6:32,250,000-33,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr6:33,250,000-34,250,000	3	207329	3	207329	3	207329	3	207329	3	207329	3	207329	18	1,243,974
chr6:36,250,000-37,250,000	1	21300	1	21300	1	21300	1	21300	1	21300	1	21300	6	127,800
chr6:37,250,000-38,250,000	1	8100	1	8100	1	8100	1	8100	1	8100	1	8100	6	48,600
chr6:38,250,000-39,250,000	1	19500	1	19500	1	19500	1	19500	1	19500	1	19500	6	117,000
chr6:43,250,000-44,250,000	2	38600	2	38600	2	38600	2	38600	2	38600	2	38600	12	231,600
chr6:45,250,000-46,250,000	3	50700	3	50700	3	50700	3	50700	3	50700	3	50700	18	304,200
chr6:47,250,000-48,250,000	1	141605	1	141605	1	141605	1	141605	1	141605	1	141605	6	849,630
chr6:48,250,000-49,250,000	2	11000	2	11000	2	11000	2	11000	2	11000	2	11000	12	66,000
chr6:49,250,000-50,250,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr6:50,250,000-51,250,000	1	5600	1	5600	1	5600	1	5600	1	5600	1	5600	6	33,600
chr6:51,250,000-52,250,000	1	4500	1	4500	1	4500	1	4500	1	4500	1	4500	6	27,000
chr6:54,250,000-55,250,000	3	16300	3	16300	3	16300	3	16300	3	16300	3	16300	18	97,800
chr6:56,250,000-57,250,000	3	120700	3	120700	3	120700	3	120700	3	120700	3	120700	18	724,200
chr6:57,250,000-58,250,000	3	549500	3	549500	3	549500	3	549500	3	549500	3	549500	18	3,297,000
chr6:58,250,000-59,250,000	2	607456	2	607456	2	607456	2	607456	2	607456	2	607456	12	3,644,736
chr6:59,250,000-60,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr6:60,250,000-61,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr6:61,250,000-62,250,000	1	928589	1	928589	1	928589	1	928589	1	928589	1	928589	6	5,571,534
chr6:62,250,000-63,250,000	3	25600	3	25600	3	25600	3	25600	3	25600	3	25600	18	153,600
chr6:63,250,000-64,250,000	1	33400	1	33400	1	33400	1	33400	1	33400	1	33400	6	200,400
chr6:65,250,000-66,250,000	1	1600	1	1600	1	1600	1	1600	1	1600	1	1600	6	9,600
chr6:69,250,000-70,250,000	1	38100	1	38100	1	38100	1	38100	1	38100	1	38100	6	228,600
chr6:71,250,000-72,250,000	3	66500	3	66500	3	66500	3	66500	3	66500	3	66500	18	399,000
chr6:72,250,000-73,250,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr6:73,250,000-74,250,000	1	24200	1	24200	1	24200	1	24200	1	24200	1	24200	6	145,200
chr6:74,250,000-75,250,000	2	33900	2	33900	2	33900	2	33900	2	33900	2	33900	12	203,400
chr6:77,250,000-78,250,000	3	63600	3	63600	3	63600	3	63600	3	63600	3	63600	18	381,600
chr6:78,250,000-79,250,000	2	30800	2	30800	2	30800	2	30800	2	30800	2	30800	12	184,800
chr6:79,250,000-80,250,000	1	5900	1	5900	1	5900	1	5900	1	5900	1	5900	6	35,400
chr6:80,250,000-81,250,000	3	131509	3	131509	3	131509	3	131509	3	131509	3	131509	18	789,054
chr6:83,250,000-84,250,000	1	18300	1	18300	1	18300	1	18300	1	18300	1	18300	6	109,800
chr6:86,250,000-87,250,000	1	42000	1	42000	1	42000	1	42000	1	42000	1	42000	6	252,000
chr6:87,250,000-88,250,000	1	84800	1	84800	1	84800	1	84800	1	84800	1	84800	6	508,800
chr6:88,250,000-89,250,000	1	31100	1	31100	1	31100	1	31100	1	31100	1	31100	6	186,600
chr6:90,250,000-91,250,000	1	5300	1	5300	1	5300	1	5300	1	5300	1	5300	6	31,800
chr6:91,250,000-92,250,000	1	26000	1	26000	1	26000	1	26000	1	26000	1	26000	6	156,000
chr6:94,250,000-95,250,000	1	5700	1	5700	1	5700	1	5700	1	5700	1	5700	6	34,200
chr6:95,250,000-96,250,000	2	173400	2	173400	2	173400	2	173400	2	173400	2	173400	12	1,040,400
chr6:96,250,000-97,250,000	1	3100	1	3100	1	3100	1	3100	1	3100	1	3100	6	18,600
chr6:97,250,000-98,250,000	2	10900	2	10900	2	10900	2	10900	2	10900	2	10900	12	65,400
chr6:98,250,000-99,250,000	1	4700	1	4700	1	4700	1	4700	1	4700	1	4700	6	28,200
chr6:99,250,000-100,250,000	1	2100	1	2100	1	2100	1	2100	1	2100	1	2100	6	12,600
chr6:100,250,000-101,250,000	2	21200	2	21200	2	21200	2	21200	2	21200	2	21200	12	127,200
chr6:101,250,000-102,250,000	1	29200	1	29200	1	29200	1	29200	1	29200	1	29200	6	175,200
chr6:102,250,000-103,250,000	3	13600	3	13600	3	13600	3	13600	3	13600	3	13600	18	81,600
chr6:104,250,000-105,250,000	2	31200	2	31200	2	31200	2	31200	2	31200	2	31200	12	187,200
chr6:106,250,000-107,250,000	2	108348	2	108348	2	108348	2	108348	2	108348	2	108348	12	650,088
chr6:107,250,000-108,250,000	1	54507	1	54507	1	54507	1	54507	1	54507	1	54507	6	327,042
chr6:109,250,000-110,250,000	2	22000	2	22000	2	22000	2	22000	2	22000	2	22000	12	132,000
chr6:111,250,000-112,250,000	1	5500	1	5500	1	5500	1	5500	1	5500	1	5500	6	33,000
chr6:112,250,000-113,250,000	1	19600	1	19600	1	19600	1	19600	1	19600	1	19600	6	117,600
chr6:114,250,000-115,250,000	2	5400	2	5400	2	5400	2	5400	2	5400	2	5400	12	32,400
chr6:115,250,000-116,250,000	2	8700	2	8700	2	8700	2	8700	2	8700	2	8700	12	52,200
chr6:116,250,000-117,250,000	2	14500	2	14500	2	14500	2	14500	2	14500	2	14500	12	87,000
chr6:117,250,000-118,250,000	1	16000	1	16000	1	16000	1	16000	1	16000	1	16000	6	96,000
chr6:119,250,000-120,250,000	1	2000	1	2000	1	2000	1	2000	1	2000	1	2000	6	12,000
chr6:121,250,000-122,250,000	2	7200	2	7200	2	7200	2	7200	2	7200	2	7200	12	43,200
chr6:123,250,000-124,250,000	1	5700	1	5700	1	5700	1	5700	1	5700	1	5700	6	34,200
chr6:124,250,000-125,250,000	2	30700	2	30700	2	30700	2	30700	2	30700	2	30700	12	184,200
chr6:128,250,000-129,250,000	1	17900	1	17900	1	17900	1	17900	1	17900	1	17900	6	107,400
chr6:131,250,000-132,250,000	3	25400	3	25400	3	25400	3	25400	3	25400	3	25400	18	152,400
chr6:133,250,000-134,250,000	2	8000	2	8000	2	8000	2	8000	2	8000	2	8000	12	48,000
chr6:136,250,000-137,250,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr6:137,250,000-138,250,000	1	16200	1	16200	1	16200	1	16200	1	16200	1	16200	6	97,200
chr6:142,250,000-143,250,000	1	12700	1	12700	1	12700	1	12700	1	12700	1	12700	6	76,200
chr6:143,250,000-144,250,000	1	5200	1	5200	1	5200	1	5200	1	5200	1	5200	6	31,200
chr6:145,250,000-146,250,000	3	22200	3	22200	3	22200	3	22200	3	22200	3	22200	18	133,200
chr6:146,250,000-147,250,000	1	26900	1	26900	1	26900	1	26900	1	26900	1	26900	6	161,400
chr6:148,250,000-149,250,000	2	6200	2	6200	2	6200	2	6200	2	6200	2	6200	12	37,200
chr6:150,250,000-151,250,000	1	15400	1	15400	1	15400	1	15400	1	15400	1	15400	6	92,400
chr6:155,250,000-156,250,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr6:156,250,000-157,250,000	3	13600	3	13600	3	13600	3	13600	3	13600	3	13600	18	81,600
chr6:157,250,000-158,250,000	3	121639	3	121639	3	121639	3	121639	3	121639	3	121639	18	729,834
chr6:159,250,000-160,250,000	1	61300	1	61300	1	61300	1	61300	1	61300	1	61300	6	367,800
chr6:160,250,000-161,250,000	1	131751	1	131751	1	131751	1	131751	1	131751	1	131751	6	790,506
chr6:165,250,000-166,250,000	2	8800	2	8800	2	8800	2	8800	2	8800	2	8800	12	52,800
chr6:166,250,000-167,250,000	2	26100	2	26100	2	26100	2	26100	2	26100	2	26100	12	156,600
chr6:167,250,000-168,250,000	3	178979	3	178979	3	178979	3	178979	3	178979	3	178979	18	1,073,874
chr6:168,250,000-169,250,000	4	14800	4	14800	4	14800	4	14800	4	14800	4	14800	24	88,800
chr6:170,250,000-171,115,067	7	316767	7	316767	7	316767	7	316767	7	316767	7	316767	42	1,900,602
chr7:250,000-1,250,000	1	32484	1	32484	1	32484	1	32484	1	32484	1	32484	6	194,904
chr7:1,250,000-2,250,000	1	2200	1	2200	1	2200	1	2200	1	2200	1	2200	6	13,200
chr7:45,250,000-46,250,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr7:50,250,000-51,250,000	1	40000	1	40000	1	40000	1	40000	1	40000	1	40000	6	240,000
chr7:56,250,000-57,250,000	1	10500	1	10500	1	10500	1	10500	1	10500	1	10500	6	63,000
chr7:57,250,000-58,250,000	3	563400	3	563400	3	563400	3	563400	3	563400	3	563400	18	3,380,400
chr7:58,250,000-59,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr7:59,250,000-60,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr7:60,250,000-61,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr7:61,250,000-62,250,000	1	870800	1	870800	1	870800	1	870800	1	870800	1	870800	6	5,224,800
chr7:62,250,000-63,250,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr7:64,250,000-65,250,000	1	133600	1	133600	1	133600	1	133600	1	133600	1	133600	6	801,600
chr7:74,250,000-75,250,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr7:75,250,000-76,250,000	1	119702	1	119702	1	119702	1	119702	1	119702	1	119702	6	718,212
chr7:76,250,000-77,250,000	1	102068	1	102068	1	102068	1	102068	1	102068	1	102068	6	612,408
chr7:84,250,000-85,250,000	1	6200	1	6200	1	6200	1	6200	1	6200	1	6200	6	37,200
chr7:99,250,000-100,250,000	1	123578	1	123578	1	123578	1	123578	1	123578	1	123578	6	741,468
chr7:100,250,000-101,250,000	1	616695	1	616695	1	616695	1	616695	1	616695	1	616695	6	3,700,170
chr7:101,250,000-102,250,000	2	209053	2	209053	2	209053	2	209053	2	209053	2	209053	12	1,254,318
chr7:102,250,000-103,250,000	1	222111	1	222111	1	222111	1	222111	1	222111	1	222111	6	1,332,666
chr7:121,250,000-122,250,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr7:129,250,000-130,250,000	1	95477	1	95477	1	95477	1	95477	1	95477	1	95477	6	572,862
chr7:130,250,000-131,250,000	1	4523	1	4523	1	4523	1	4523	1	4523	1	4523	6	27,138
chr7:139,250,000-140,250,000	2	168569	2	168569	2	168569	2	168569	2	168569	2	168569	12	1,011,414
chr7:140,250,000-141,250,000	1	22400	1	22400	1	22400	1	22400	1	22400	1	22400	6	134,400
chr7:141,250,000-142,250,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr7:142,250,000-143,250,000	2	53300	2	53300	2	53300	2	53300	2	53300	2	53300	12	319,800
chr7:143,250,000-144,250,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr7:145,250,000-146,250,000	1	41700	1	41700	1	41700	1	41700	1	41700	1	41700	6	250,200
chr7:149,250,000-150,250,000	1	126361	1	126361	1	126361	1	126361	1	126361	1	126361	6	758,166
chr7:151,250,000-152,250,000	1	59800	1	59800	1	59800	1	59800	1	59800	1	59800	6	358,800
chr7:154,250,000-155,250,000	1	100000	1	100000	1	100000	1	100000	1	100000	1	100000	6	600,000
chr7:157,250,000-158,250,000	1	21000	1	21000	1	21000	1	21000	1	21000	1	21000	6	126,000
chr7:158,250,000-159,138,663	3	36600	3	36600	3	36600	3	36600	3	36600	3	36600	18	219,600
chr8:1,250,000-2,250,000	1	279938	1	279938	1	279938	1	279938	1	279938	1	279938	6	1,679,628
chr8:6,250,000-7,250,000	1	787749	1	787749	1	787749	1	787749	1	787749	1	787749	6	4,726,494
chr8:7,250,000-8,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:8,250,000-9,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:9,250,000-10,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:10,250,000-11,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:11,250,000-12,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:12,250,000-13,250,000	1	779414	1	779414	1	779414	1	779414	1	779414	1	779414	6	4,676,484
chr8:13,250,000-14,250,000	1	2300	1	2300	1	2300	1	2300	1	2300	1	2300	6	13,800
chr8:42,250,000-43,250,000	1	26400	1	26400	1	26400	1	26400	1	26400	1	26400	6	158,400
chr8:43,250,000-44,250,000	1	491100	1	491100	1	491100	1	491100	1	491100	1	491100	6	2,946,600
chr8:44,250,000-45,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:45,250,000-46,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:46,250,000-47,250,000	2	671100	2	671100	2	671100	2	671100	2	671100	2	671100	12	4,026,600
chr8:47,250,000-48,250,000	2	7000	2	7000	2	7000	2	7000	2	7000	2	7000	12	42,000
chr8:48,250,000-49,250,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr8:51,250,000-52,250,000	1	3100	1	3100	1	3100	1	3100	1	3100	1	3100	6	18,600
chr8:52,250,000-53,250,000	1	8000	1	8000	1	8000	1	8000	1	8000	1	8000	6	48,000
chr8:56,250,000-57,250,000	1	223865	1	223865	1	223865	1	223865	1	223865	1	223865	6	1,343,190
chr8:57,250,000-58,250,000	1	11300	1	11300	1	11300	1	11300	1	11300	1	11300	6	67,800
chr8:59,250,000-60,250,000	1	5400	1	5400	1	5400	1	5400	1	5400	1	5400	6	32,400
chr8:60,250,000-61,250,000	1	18200	1	18200	1	18200	1	18200	1	18200	1	18200	6	109,200
chr8:70,250,000-71,250,000	1	2900	1	2900	1	2900	1	2900	1	2900	1	2900	6	17,400
chr8:82,250,000-83,250,000	1	10500	1	10500	1	10500	1	10500	1	10500	1	10500	6	63,000
chr8:86,250,000-87,250,000	1	450411	1	450411	1	450411	1	450411	1	450411	1	450411	6	2,702,466
chr8:100,250,000-101,250,000	1	8100	1	8100	1	8100	1	8100	1	8100	1	8100	6	48,600
chr8:104,250,000-105,250,000	1	12300	1	12300	1	12300	1	12300	1	12300	1	12300	6	73,800
chr8:106,250,000-107,250,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr8:127,250,000-128,250,000	1	5700	1	5700	1	5700	1	5700	1	5700	1	5700	6	34,200
chr8:142,250,000-143,250,000	3	179634	3	179634	3	179634	3	179634	3	179634	3	179634	18	1,077,804
chr8:144,250,000-145,250,000	1	9400	1	9400	1	9400	1	9400	1	9400	1	9400	6	56,400
chr8:145,250,000-146,250,000	1	100000	1	100000	1	100000	1	100000	1	100000	1	100000	6	600,000
chr8:146,250,000-146,364,022	1	60000	1	60000	1	60000	1	60000	1	60000	1	60000	6	360,000
chr9:6,250,000-7,250,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr9:35,250,000-36,250,000	1	12300	1	12300	1	12300	1	12300	1	12300	1	12300	6	73,800
chr9:38,250,000-39,250,000	1	493700	1	493700	1	493700	1	493700	1	493700	1	493700	6	2,962,200
