	0kb_ELR_min_size		1kb_ELR_min_size		2kb_ELR_min_size		3kb_ELR_min_size		4kb_ELR_min_size		5kb_ELR_min_size		TOTAL	
chr4:29,500,000-30,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:30,500,000-31,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:31,500,000-32,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:32,500,000-33,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:33,500,000-34,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:34,500,000-35,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:35,500,000-36,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:36,500,000-37,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:37,500,000-38,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:38,500,000-39,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:39,500,000-40,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:40,500,000-41,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:41,500,000-42,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:42,500,000-43,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:43,500,000-44,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:44,500,000-45,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:45,500,000-46,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:46,500,000-47,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:47,500,000-48,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:48,500,000-49,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:49,500,000-50,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:50,500,000-51,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:51,500,000-52,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:52,500,000-53,500,000	1	183800	1	183800	1	183800	1	183800	1	183800	1	183800	6	1,102,800
chr4:59,500,000-60,500,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr4:67,500,000-68,500,000	1	10000	1	10000	1	10000	1	10000	1	10000	1	10000	6	60,000
chr4:69,500,000-70,500,000	1	3300	1	3300	1	3300	1	3300	1	3300	1	3300	6	19,800
chr4:74,500,000-75,500,000	1	24900	1	24900	1	24900	1	24900	1	24900	1	24900	6	149,400
chr4:76,500,000-77,500,000	1	2000	1	2000	1	2000	1	2000	1	2000	1	2000	6	12,000
chr4:79,500,000-80,500,000	1	3100	1	3100	1	3100	1	3100	1	3100	1	3100	6	18,600
chr4:88,500,000-89,500,000	1	185624	1	185624	1	185624	1	185624	1	185624	1	185624	6	1,113,744
chr4:114,500,000-115,500,000	1	2500	1	2500	1	2500	1	2500	1	2500	1	2500	6	15,000
chr4:119,500,000-120,500,000	1	64300	1	64300	1	64300	1	64300	1	64300	1	64300	6	385,800
chr4:144,500,000-145,500,000	1	183515	1	183515	1	183515	1	183515	1	183515	1	183515	6	1,101,090
chr4:153,500,000-154,500,000	1	3200	1	3200	1	3200	1	3200	1	3200	1	3200	6	19,200
chr4:166,500,000-167,500,000	1	24400	1	24400	1	24400	1	24400	1	24400	1	24400	6	146,400
chr4:167,500,000-168,500,000	1	2500	1	2500	1	2500	1	2500	1	2500	1	2500	6	15,000
chr4:189,500,000-190,500,000	3	74000	3	74000	3	74000	3	74000	3	74000	3	74000	18	444,000
chr4:190,500,000-191,154,276	3	558476	3	558476	3	558476	3	558476	3	558476	3	558476	18	3,350,856
chr5:500,000-1,500,000	2	30100	2	30100	2	30100	2	30100	2	30100	2	30100	12	180,600
chr5:1,500,000-2,500,000	2	4700	2	4700	2	4700	2	4700	2	4700	2	4700	12	28,200
chr5:2,500,000-3,500,000	1	3000	1	3000	1	3000	1	3000	1	3000	1	3000	6	18,000
chr5:6,500,000-7,500,000	1	4300	1	4300	1	4300	1	4300	1	4300	1	4300	6	25,800
chr5:14,500,000-15,500,000	1	19900	1	19900	1	19900	1	19900	1	19900	1	19900	6	119,400
chr5:15,500,000-16,500,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr5:16,500,000-17,500,000	1	119351	1	119351	1	119351	1	119351	1	119351	1	119351	6	716,106
chr5:17,500,000-18,500,000	1	276254	1	276254	1	276254	1	276254	1	276254	1	276254	6	1,657,524
chr5:20,500,000-21,500,000	1	41400	1	41400	1	41400	1	41400	1	41400	1	41400	6	248,400
chr5:21,500,000-22,500,000	1	81100	1	81100	1	81100	1	81100	1	81100	1	81100	6	486,600
chr5:24,500,000-25,500,000	1	24200	1	24200	1	24200	1	24200	1	24200	1	24200	6	145,200
chr5:31,500,000-32,500,000	1	22100	1	22100	1	22100	1	22100	1	22100	1	22100	6	132,600
chr5:33,500,000-34,500,000	1	256531	1	256531	1	256531	1	256531	1	256531	1	256531	6	1,539,186
chr5:45,500,000-46,500,000	5	334600	5	334600	5	334600	5	334600	5	334600	5	334600	30	2,007,600
chr5:46,500,000-47,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr5:47,500,000-48,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr5:48,500,000-49,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr5:49,500,000-50,500,000	1	94200	1	94200	1	94200	1	94200	1	94200	1	94200	6	565,200
chr5:59,500,000-60,500,000	1	2800	1	2800	1	2800	1	2800	1	2800	1	2800	6	16,800
chr5:68,500,000-69,500,000	1	755837	1	755837	1	755837	1	755837	1	755837	1	755837	6	4,535,022
chr5:69,500,000-70,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr5:70,500,000-71,500,000	2	173400	2	173400	2	173400	2	173400	2	173400	2	173400	12	1,040,400
chr5:73,500,000-74,500,000	1	27000	1	27000	1	27000	1	27000	1	27000	1	27000	6	162,000
chr5:79,500,000-80,500,000	2	31100	2	31100	2	31100	2	31100	2	31100	2	31100	12	186,600
chr5:84,500,000-85,500,000	1	22200	1	22200	1	22200	1	22200	1	22200	1	22200	6	133,200
chr5:89,500,000-90,500,000	1	13800	1	13800	1	13800	1	13800	1	13800	1	13800	6	82,800
chr5:91,500,000-92,500,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr5:92,500,000-93,500,000	1	1400	1	1400	1	1400	1	1400	1	1400	1	1400	6	8,400
chr5:93,500,000-94,500,000	1	2400	1	2400	1	2400	1	2400	1	2400	1	2400	6	14,400
chr5:98,500,000-99,500,000	1	45600	1	45600	1	45600	1	45600	1	45600	1	45600	6	273,600
chr5:112,500,000-113,500,000	1	19900	1	19900	1	19900	1	19900	1	19900	1	19900	6	119,400
chr5:125,500,000-126,500,000	1	22300	1	22300	1	22300	1	22300	1	22300	1	22300	6	133,800
chr5:129,500,000-130,500,000	1	2100	1	2100	1	2100	1	2100	1	2100	1	2100	6	12,600
chr5:133,500,000-134,500,000	1	6900	1	6900	1	6900	1	6900	1	6900	1	6900	6	41,400
chr5:136,500,000-137,500,000	2	56300	2	56300	2	56300	2	56300	2	56300	2	56300	12	337,800
chr5:137,500,000-138,500,000	1	6400	1	6400	1	6400	1	6400	1	6400	1	6400	6	38,400
chr5:138,500,000-139,500,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr5:142,500,000-143,500,000	2	14700	2	14700	2	14700	2	14700	2	14700	2	14700	12	88,200
chr5:154,500,000-155,500,000	1	50400	1	50400	1	50400	1	50400	1	50400	1	50400	6	302,400
chr5:155,500,000-156,500,000	1	7900	1	7900	1	7900	1	7900	1	7900	1	7900	6	47,400
chr5:156,500,000-157,500,000	1	146796	1	146796	1	146796	1	146796	1	146796	1	146796	6	880,776
chr5:170,500,000-171,500,000	1	6300	1	6300	1	6300	1	6300	1	6300	1	6300	6	37,800
chr5:172,500,000-173,500,000	1	3900	1	3900	1	3900	1	3900	1	3900	1	3900	6	23,400
chr5:174,500,000-175,500,000	2	193600	2	193600	2	193600	2	193600	2	193600	2	193600	12	1,161,600
chr5:175,500,000-176,500,000	2	47100	2	47100	2	47100	2	47100	2	47100	2	47100	12	282,600
chr5:176,500,000-177,500,000	2	319100	2	319100	2	319100	2	319100	2	319100	2	319100	12	1,914,600
chr5:177,500,000-178,500,000	1	2000	1	2000	1	2000	1	2000	1	2000	1	2000	6	12,000
chr5:180,500,000-180,915,260	1	315560	1	315560	1	315560	1	315560	1	315560	1	315560	6	1,893,360
chr6:500,000-1,500,000	3	21200	3	21200	3	21200	3	21200	3	21200	3	21200	18	127,200
chr6:1,500,000-2,500,000	1	2400	1	2400	1	2400	1	2400	1	2400	1	2400	6	14,400
chr6:4,500,000-5,500,000	1	30600	1	30600	1	30600	1	30600	1	30600	1	30600	6	183,600
chr6:5,500,000-6,500,000	3	14300	3	14300	3	14300	3	14300	3	14300	3	14300	18	85,800
chr6:8,500,000-9,500,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr6:9,500,000-10,500,000	1	5600	1	5600	1	5600	1	5600	1	5600	1	5600	6	33,600
chr6:10,500,000-11,500,000	1	3300	1	3300	1	3300	1	3300	1	3300	1	3300	6	19,800
chr6:13,500,000-14,500,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr6:14,500,000-15,500,000	1	1400	1	1400	1	1400	1	1400	1	1400	1	1400	6	8,400
chr6:19,500,000-20,500,000	1	13200	1	13200	1	13200	1	13200	1	13200	1	13200	6	79,200
chr6:20,500,000-21,500,000	1	4200	1	4200	1	4200	1	4200	1	4200	1	4200	6	25,200
chr6:21,500,000-22,500,000	1	14700	1	14700	1	14700	1	14700	1	14700	1	14700	6	88,200
chr6:22,500,000-23,500,000	1	3000	1	3000	1	3000	1	3000	1	3000	1	3000	6	18,000
chr6:26,500,000-27,500,000	2	236800	2	236800	2	236800	2	236800	2	236800	2	236800	12	1,420,800
chr6:27,500,000-28,500,000	1	22104	1	22104	1	22104	1	22104	1	22104	1	22104	6	132,624
chr6:28,500,000-29,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr6:29,500,000-30,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr6:30,500,000-31,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr6:31,500,000-32,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr6:32,500,000-33,500,000	2	954029	2	954029	2	954029	2	954029	2	954029	2	954029	12	5,724,174
chr6:33,500,000-34,500,000	1	3300	1	3300	1	3300	1	3300	1	3300	1	3300	6	19,800
chr6:36,500,000-37,500,000	1	21300	1	21300	1	21300	1	21300	1	21300	1	21300	6	127,800
chr6:37,500,000-38,500,000	1	27600	1	27600	1	27600	1	27600	1	27600	1	27600	6	165,600
chr6:43,500,000-44,500,000	2	38600	2	38600	2	38600	2	38600	2	38600	2	38600	12	231,600
chr6:45,500,000-46,500,000	3	50700	3	50700	3	50700	3	50700	3	50700	3	50700	18	304,200
chr6:46,500,000-47,500,000	1	126790	1	126790	1	126790	1	126790	1	126790	1	126790	6	760,740
chr6:47,500,000-48,500,000	2	20515	2	20515	2	20515	2	20515	2	20515	2	20515	12	123,090
chr6:48,500,000-49,500,000	1	5300	1	5300	1	5300	1	5300	1	5300	1	5300	6	31,800
chr6:49,500,000-50,500,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr6:50,500,000-51,500,000	1	5600	1	5600	1	5600	1	5600	1	5600	1	5600	6	33,600
chr6:51,500,000-52,500,000	1	4500	1	4500	1	4500	1	4500	1	4500	1	4500	6	27,000
chr6:53,500,000-54,500,000	2	10700	2	10700	2	10700	2	10700	2	10700	2	10700	12	64,200
chr6:54,500,000-55,500,000	1	5600	1	5600	1	5600	1	5600	1	5600	1	5600	6	33,600
chr6:56,500,000-57,500,000	3	370700	3	370700	3	370700	3	370700	3	370700	3	370700	18	2,224,200
chr6:57,500,000-58,500,000	3	337600	3	337600	3	337600	3	337600	3	337600	3	337600	18	2,025,600
chr6:58,500,000-59,500,000	1	819356	1	819356	1	819356	1	819356	1	819356	1	819356	6	4,916,136
chr6:59,500,000-60,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr6:60,500,000-61,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr6:61,500,000-62,500,000	3	692889	3	692889	3	692889	3	692889	3	692889	3	692889	18	4,157,334
chr6:62,500,000-63,500,000	2	44700	2	44700	2	44700	2	44700	2	44700	2	44700	12	268,200
chr6:65,500,000-66,500,000	1	1600	1	1600	1	1600	1	1600	1	1600	1	1600	6	9,600
chr6:69,500,000-70,500,000	1	38100	1	38100	1	38100	1	38100	1	38100	1	38100	6	228,600
chr6:70,500,000-71,500,000	1	45900	1	45900	1	45900	1	45900	1	45900	1	45900	6	275,400
chr6:71,500,000-72,500,000	3	20600	3	20600	3	20600	3	20600	3	20600	3	20600	18	123,600
chr6:72,500,000-73,500,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr6:73,500,000-74,500,000	2	26800	2	26800	2	26800	2	26800	2	26800	2	26800	12	160,800
chr6:74,500,000-75,500,000	1	31300	1	31300	1	31300	1	31300	1	31300	1	31300	6	187,800
chr6:76,500,000-77,500,000	1	1700	1	1700	1	1700	1	1700	1	1700	1	1700	6	10,200
chr6:77,500,000-78,500,000	3	91000	3	91000	3	91000	3	91000	3	91000	3	91000	18	546,000
chr6:78,500,000-79,500,000	1	1700	1	1700	1	1700	1	1700	1	1700	1	1700	6	10,200
chr6:79,500,000-80,500,000	2	8300	2	8300	2	8300	2	8300	2	8300	2	8300	12	49,800
chr6:80,500,000-81,500,000	2	129109	2	129109	2	129109	2	129109	2	129109	2	129109	12	774,654
chr6:82,500,000-83,500,000	1	18300	1	18300	1	18300	1	18300	1	18300	1	18300	6	109,800
chr6:86,500,000-87,500,000	1	42000	1	42000	1	42000	1	42000	1	42000	1	42000	6	252,000
chr6:87,500,000-88,500,000	1	84800	1	84800	1	84800	1	84800	1	84800	1	84800	6	508,800
chr6:88,500,000-89,500,000	1	31100	1	31100	1	31100	1	31100	1	31100	1	31100	6	186,600
chr6:90,500,000-91,500,000	2	31300	2	31300	2	31300	2	31300	2	31300	2	31300	12	187,800
chr6:93,500,000-94,500,000	1	5700	1	5700	1	5700	1	5700	1	5700	1	5700	6	34,200
chr6:95,500,000-96,500,000	3	176500	3	176500	3	176500	3	176500	3	176500	3	176500	18	1,059,000
chr6:96,500,000-97,500,000	1	6700	1	6700	1	6700	1	6700	1	6700	1	6700	6	40,200
chr6:97,500,000-98,500,000	1	4200	1	4200	1	4200	1	4200	1	4200	1	4200	6	25,200
chr6:98,500,000-99,500,000	2	6800	2	6800	2	6800	2	6800	2	6800	2	6800	12	40,800
chr6:100,500,000-101,500,000	2	21200	2	21200	2	21200	2	21200	2	21200	2	21200	12	127,200
chr6:101,500,000-102,500,000	1	29200	1	29200	1	29200	1	29200	1	29200	1	29200	6	175,200
chr6:102,500,000-103,500,000	3	13600	3	13600	3	13600	3	13600	3	13600	3	13600	18	81,600
chr6:104,500,000-105,500,000	2	31200	2	31200	2	31200	2	31200	2	31200	2	31200	12	187,200
chr6:106,500,000-107,500,000	2	162855	2	162855	2	162855	2	162855	2	162855	2	162855	12	977,130
chr6:108,500,000-109,500,000	1	16700	1	16700	1	16700	1	16700	1	16700	1	16700	6	100,200
chr6:109,500,000-110,500,000	1	5300	1	5300	1	5300	1	5300	1	5300	1	5300	6	31,800
chr6:111,500,000-112,500,000	1	5500	1	5500	1	5500	1	5500	1	5500	1	5500	6	33,000
chr6:112,500,000-113,500,000	1	19600	1	19600	1	19600	1	19600	1	19600	1	19600	6	117,600
chr6:114,500,000-115,500,000	3	8800	3	8800	3	8800	3	8800	3	8800	3	8800	18	52,800
chr6:115,500,000-116,500,000	2	5300	2	5300	2	5300	2	5300	2	5300	2	5300	12	31,800
chr6:116,500,000-117,500,000	3	30500	3	30500	3	30500	3	30500	3	30500	3	30500	18	183,000
chr6:119,500,000-120,500,000	1	2000	1	2000	1	2000	1	2000	1	2000	1	2000	6	12,000
chr6:121,500,000-122,500,000	2	7200	2	7200	2	7200	2	7200	2	7200	2	7200	12	43,200
chr6:123,500,000-124,500,000	1	5700	1	5700	1	5700	1	5700	1	5700	1	5700	6	34,200
chr6:124,500,000-125,500,000	2	30700	2	30700	2	30700	2	30700	2	30700	2	30700	12	184,200
chr6:128,500,000-129,500,000	1	17900	1	17900	1	17900	1	17900	1	17900	1	17900	6	107,400
chr6:131,500,000-132,500,000	3	25400	3	25400	3	25400	3	25400	3	25400	3	25400	18	152,400
chr6:132,500,000-133,500,000	1	6100	1	6100	1	6100	1	6100	1	6100	1	6100	6	36,600
chr6:133,500,000-134,500,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr6:135,500,000-136,500,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr6:137,500,000-138,500,000	1	16200	1	16200	1	16200	1	16200	1	16200	1	16200	6	97,200
chr6:141,500,000-142,500,000	1	12700	1	12700	1	12700	1	12700	1	12700	1	12700	6	76,200
chr6:143,500,000-144,500,000	1	5200	1	5200	1	5200	1	5200	1	5200	1	5200	6	31,200
chr6:144,500,000-145,500,000	1	1800	1	1800	1	1800	1	1800	1	1800	1	1800	6	10,800
chr6:145,500,000-146,500,000	3	47300	3	47300	3	47300	3	47300	3	47300	3	47300	18	283,800
chr6:147,500,000-148,500,000	2	6200	2	6200	2	6200	2	6200	2	6200	2	6200	12	37,200
chr6:150,500,000-151,500,000	1	15400	1	15400	1	15400	1	15400	1	15400	1	15400	6	92,400
chr6:155,500,000-156,500,000	2	7900	2	7900	2	7900	2	7900	2	7900	2	7900	12	47,400
chr6:156,500,000-157,500,000	2	7600	2	7600	2	7600	2	7600	2	7600	2	7600	12	45,600
chr6:157,500,000-158,500,000	3	121639	3	121639	3	121639	3	121639	3	121639	3	121639	18	729,834
chr6:159,500,000-160,500,000	1	61300	1	61300	1	61300	1	61300	1	61300	1	61300	6	367,800
chr6:160,500,000-161,500,000	1	131751	1	131751	1	131751	1	131751	1	131751	1	131751	6	790,506
chr6:165,500,000-166,500,000	2	8800	2	8800	2	8800	2	8800	2	8800	2	8800	12	52,800
chr6:166,500,000-167,500,000	2	26100	2	26100	2	26100	2	26100	2	26100	2	26100	12	156,600
chr6:167,500,000-168,500,000	3	178979	3	178979	3	178979	3	178979	3	178979	3	178979	18	1,073,874
chr6:168,500,000-169,500,000	4	14800	4	14800	4	14800	4	14800	4	14800	4	14800	24	88,800
chr6:169,500,000-170,500,000	2	52000	2	52000	2	52000	2	52000	2	52000	2	52000	12	312,000
chr6:170,500,000-171,115,067	5	264767	5	264767	5	264767	5	264767	5	264767	5	264767	30	1,588,602
chr7:500,000-1,500,000	1	2200	1	2200	1	2200	1	2200	1	2200	1	2200	6	13,200
chr7:44,500,000-45,500,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr7:49,500,000-50,500,000	1	40000	1	40000	1	40000	1	40000	1	40000	1	40000	6	240,000
chr7:55,500,000-56,500,000	1	10500	1	10500	1	10500	1	10500	1	10500	1	10500	6	63,000
chr7:57,500,000-58,500,000	3	813400	3	813400	3	813400	3	813400	3	813400	3	813400	18	4,880,400
chr7:58,500,000-59,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr7:59,500,000-60,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr7:60,500,000-61,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr7:61,500,000-62,500,000	2	622700	2	622700	2	622700	2	622700	2	622700	2	622700	12	3,736,200
chr7:64,500,000-65,500,000	1	133600	1	133600	1	133600	1	133600	1	133600	1	133600	6	801,600
chr7:74,500,000-75,500,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr7:75,500,000-76,500,000	1	221770	1	221770	1	221770	1	221770	1	221770	1	221770	6	1,330,620
chr7:84,500,000-85,500,000	1	6200	1	6200	1	6200	1	6200	1	6200	1	6200	6	37,200
chr7:98,500,000-99,500,000	1	123578	1	123578	1	123578	1	123578	1	123578	1	123578	6	741,468
chr7:99,500,000-100,500,000	1	243187	1	243187	1	243187	1	243187	1	243187	1	243187	6	1,459,122
chr7:100,500,000-101,500,000	1	373508	1	373508	1	373508	1	373508	1	373508	1	373508	6	2,241,048
chr7:101,500,000-102,500,000	2	431164	2	431164	2	431164	2	431164	2	431164	2	431164	12	2,586,984
chr7:121,500,000-122,500,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr7:129,500,000-130,500,000	1	100000	1	100000	1	100000	1	100000	1	100000	1	100000	6	600,000
chr7:138,500,000-139,500,000	1	25000	1	25000	1	25000	1	25000	1	25000	1	25000	6	150,000
chr7:139,500,000-140,500,000	1	143569	1	143569	1	143569	1	143569	1	143569	1	143569	6	861,414
chr7:140,500,000-141,500,000	1	22400	1	22400	1	22400	1	22400	1	22400	1	22400	6	134,400
chr7:141,500,000-142,500,000	3	103300	3	103300	3	103300	3	103300	3	103300	3	103300	18	619,800
chr7:142,500,000-143,500,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr7:145,500,000-146,500,000	1	41700	1	41700	1	41700	1	41700	1	41700	1	41700	6	250,200
chr7:148,500,000-149,500,000	1	58206	1	58206	1	58206	1	58206	1	58206	1	58206	6	349,236
chr7:149,500,000-150,500,000	1	68155	1	68155	1	68155	1	68155	1	68155	1	68155	6	408,930
chr7:151,500,000-152,500,000	1	59800	1	59800	1	59800	1	59800	1	59800	1	59800	6	358,800
chr7:153,500,000-154,500,000	1	100000	1	100000	1	100000	1	100000	1	100000	1	100000	6	600,000
chr7:157,500,000-158,500,000	2	22900	2	22900	2	22900	2	22900	2	22900	2	22900	12	137,400
chr7:158,500,000-159,138,663	2	34700	2	34700	2	34700	2	34700	2	34700	2	34700	12	208,200
chr8:500,000-1,500,000	1	244868	1	244868	1	244868	1	244868	1	244868	1	244868	6	1,469,208
chr8:1,500,000-2,500,000	1	35070	1	35070	1	35070	1	35070	1	35070	1	35070	6	210,420
chr8:5,500,000-6,500,000	1	37749	1	37749	1	37749	1	37749	1	37749	1	37749	6	226,494
chr8:6,500,000-7,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:7,500,000-8,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:8,500,000-9,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:9,500,000-10,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:10,500,000-11,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:11,500,000-12,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:12,500,000-13,500,000	1	529414	1	529414	1	529414	1	529414	1	529414	1	529414	6	3,176,484
chr8:13,500,000-14,500,000	1	2300	1	2300	1	2300	1	2300	1	2300	1	2300	6	13,800
chr8:42,500,000-43,500,000	1	26400	1	26400	1	26400	1	26400	1	26400	1	26400	6	158,400
chr8:43,500,000-44,500,000	1	741100	1	741100	1	741100	1	741100	1	741100	1	741100	6	4,446,600
chr8:44,500,000-45,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:45,500,000-46,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr8:46,500,000-47,500,000	3	423000	3	423000	3	423000	3	423000	3	423000	3	423000	18	2,538,000
chr8:47,500,000-48,500,000	1	5100	1	5100	1	5100	1	5100	1	5100	1	5100	6	30,600
chr8:48,500,000-49,500,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr8:51,500,000-52,500,000	1	3100	1	3100	1	3100	1	3100	1	3100	1	3100	6	18,600
chr8:52,500,000-53,500,000	1	8000	1	8000	1	8000	1	8000	1	8000	1	8000	6	48,000
chr8:56,500,000-57,500,000	1	223865	1	223865	1	223865	1	223865	1	223865	1	223865	6	1,343,190
chr8:57,500,000-58,500,000	1	11300	1	11300	1	11300	1	11300	1	11300	1	11300	6	67,800
chr8:58,500,000-59,500,000	1	5400	1	5400	1	5400	1	5400	1	5400	1	5400	6	32,400
chr8:60,500,000-61,500,000	1	18200	1	18200	1	18200	1	18200	1	18200	1	18200	6	109,200
chr8:70,500,000-71,500,000	1	2900	1	2900	1	2900	1	2900	1	2900	1	2900	6	17,400
chr8:82,500,000-83,500,000	1	10500	1	10500	1	10500	1	10500	1	10500	1	10500	6	63,000
chr8:85,500,000-86,500,000	1	55859	1	55859	1	55859	1	55859	1	55859	1	55859	6	335,154
chr8:86,500,000-87,500,000	1	394552	1	394552	1	394552	1	394552	1	394552	1	394552	6	2,367,312
chr8:100,500,000-101,500,000	1	8100	1	8100	1	8100	1	8100	1	8100	1	8100	6	48,600
chr8:104,500,000-105,500,000	1	12300	1	12300	1	12300	1	12300	1	12300	1	12300	6	73,800
chr8:106,500,000-107,500,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr8:126,500,000-127,500,000	1	5700	1	5700	1	5700	1	5700	1	5700	1	5700	6	34,200
chr8:141,500,000-142,500,000	1	127634	1	127634	1	127634	1	127634	1	127634	1	127634	6	765,804
chr8:142,500,000-143,500,000	2	52000	2	52000	2	52000	2	52000	2	52000	2	52000	12	312,000
chr8:144,500,000-145,500,000	2	109400	2	109400	2	109400	2	109400	2	109400	2	109400	12	656,400
chr8:145,500,000-146,364,022	1	60000	1	60000	1	60000	1	60000	1	60000	1	60000	6	360,000
chr9:6,500,000-7,500,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr9:35,500,000-36,500,000	1	12300	1	12300	1	12300	1	12300	1	12300	1	12300	6	73,800
chr9:38,500,000-39,500,000	1	743700	1	743700	1	743700	1	743700	1	743700	1	743700	6	4,462,200
chr9:39,500,000-40,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
